lemma	form	pos
வரு	வருகிறது	AUX
அறிக்கை	அறிக்கையில்	NOUN
நடைபெறு	நடைபெற்ற	ADJ
வரு	வரும்	ADJ
அதிபர்	அதிபர்	NOUN
இரு	இருந்தது	AUX
செய்	செய்து	VERB
புதிய	புதிய	ADJ
_	இடையிலான	_
மாநிலம்	மாநில	PROPN
பகுதி	பகுதியில்	NOUN
வகை	வகையில்	NOUN
அரசு	அரசின்	NOUN
ஜெயலலிதா	ஜெயலலிதா	PROPN
)	)	PUNCT
(	(	PUNCT
பாதுகாப்பு	பாதுகாப்புக்	NOUN
ஒபாமா	ஒபாமா	PROPN
சார்பு	சார்பில்	ADP
சர்வதேசம்	சர்வதேச	PROPN
செய்	செய்யப்	VERB
மூலம்	மூலம்	ADP
சட்டம்	சட்டப்	PROPN
கொள்	கொண்டு	VERB
தேதி	தேதி	NOUN
அனைவர்	அனைவரும்	PRON
சில	சில	ADJ
பின்னர்	பின்னர்	ADV
ஆயிரம்	ஆயிரம்	NUM
அவர்	அவர்கள்	PRON
சென்னை	சென்னை	PROPN
முன்னாள்	முன்னாள்	ADJ
கூறு	கூறினார்	VERB
நம்பிக்கை	நம்பிக்கை	NOUN
வெற்றி	வெற்றி	NOUN
ஆகு	ஆகிய	ADJ
அரசியல்	அரசியல்	NOUN
ஐக்கிய	ஐக்கிய	PROPN
வெளியிடு	வெளியிட்ட்	VERB
போலீஸ்	போலீஸ்	PROPN
அடுத்த	அடுத்த	ADJ
இதனால்	இதனால்	ADV
இடம்	இடம்	ADP
ஆவது	ஆவது	PART
இந்தியா	இந்தியாவில்	PROPN
_	செயலாளராக	_
பயணம்	பயணம்	NOUN
கவுன்சில்	கவுன்சிலில்	NOUN
முதல்	முதல்	ADJ
தன்	தனது	PRON
இரு	இருந்து	ADP
கூறு	கூறிய்	VERB
கல	கலந்து	VERB
கைது	கைது	NOUN
போலீஸார்	போலீஸார்	NOUN
பேரவை	பேரவை	NOUN
புலி	புலிகள்	NOUN
ஓ	ஓ	PART
இதுகுறித்து	இதுகுறித்து	ADV
ராணுவம்	ராணுவ	PROPN
சிங்	சிங்	PROPN
தலைமை	தலைமையில்	NOUN
இந்தியா	இந்தியாவுக்கு	PROPN
உள்	உள்ளத்	AUX
நான்	நான்	PRON
தொகுதி	தொகுதி	NOUN
வழங்கு	வழங்கப்	VERB
விமானம்	விமான	PROPN
_	தெரிவித்துள்ளது	_
அமெரிக்கா	அமெரிக்கா	PROPN
பொது	பொதுச்	NOUN
அது	அதை	PRON
ஏற்கெனவே	ஏற்கெனவே	ADV
_	தெரிவித்துள்ளார்	_
செயலர்	செயலர்	NOUN
அது	அது	PRON
_	தெரிவிக்கப்பட்டுள்ளது	_
ஆணையர்	ஆணையர்	NOUN
படு	படுகிறது	AUX
லட்சம்	லட்சம்	NUM
மூன்று	மூன்று	NUM
""""	""""	PUNCT
தெரிவி	தெரிவித்தன	VERB
படு	ப்பட	AUX
நடைபெறு	நடைபெறும்	ADJ
முறை	முறையில்	NOUN
இதுவரை	இதுவரை	ADV
நிதி	நிதி	NOUN
தகவல்	தகவல்	NOUN
கழகம்	கழகம்	NOUN
என்	என்பது	PART
எந்த	எந்த	DET
ஐ.நா.	ஐ.நா.	PROPN
தொழிலாளர்	தொழிலாளர்கள்	NOUN
முடிவு	முடிவு	NOUN
பல்வேறு	பல்வேறு	ADJ
பணியாளர்	பணியாளர்கள்	NOUN
ஆறு	ஆறு	PART
நாடாளுமன்றம்	நாடாளுமன்ற	PROPN
இடை	இடையில்	ADP
துறை	துறை	NOUN
நியமி	நியமிக்கப்	VERB
சீர்திருத்தம்	சீர்திருத்தம்	NOUN
ஏயே	ஏயே	PART
புதன்கிழமை	புதன்கிழமை	NOUN
தெரி	தெரிகிறது	VERB
விசாரணை	விசாரணை	NOUN
செவ்வாய்க்கிழமை	செவ்வாய்க்கிழமை	NOUN
நிலை	நிலை	NOUN
அணுசக்தி	அணுசக்தி	NOUN
தொடர்	தொடர்ந்து	ADV
நாள்	நாட்கள்	NOUN
மணி	மணிக்கு	NOUN
இந்த	இந்தப்	DET
இரு	இருந்தார்	AUX
வட்டாரம்	வட்டாரங்கள்	NOUN
வரு	வருகின்றன	AUX
தலைவர்	தலைவர்கள்	NOUN
அளவு	அளவில்	NOUN
10	10	NUM
சென்னை	சென்னையில்	PROPN
எனவே	எனவே	ADV
சிறை	சிறையில்	NOUN
இரு	இருக்கும்	ADJ
இடம்	இடத்தைய்	NOUN
இரு	இருப்பத்	AUX
ஒப்பந்தம்	ஒப்பந்தம்	NOUN
குறிப்பிடு	குறிப்பிடத்	VERB
வியாழக்கிழமை	வியாழக்கிழமை	NOUN
பால்	பால்	PROPN
தெரிவி	தெரிவித்து	VERB
எடியூரப்பா	எடியூரப்பா	PROPN
20	20	NUM
இப்போது	இப்போது	ADV
இது	இதை	PRON
மனைவி	மனைவி	NOUN
மோடி	மோடி	PROPN
_	வெளியிட்டுள்ள	_
_	குறிப்பிடத்தக்கது	_
போல்	போல	ADP
பொதுச்செயலர்	பொதுச்செயலர்	NOUN
சேர்	சேர்ந்த	ADP
அவர்	அவர்களை	PRON
ஜனவரி	ஜனவரி	NOUN
புதிது	புதிதாக	ADV
குறிப்பிடு	குறிப்பிடப்	VERB
வெளியாகு	வெளியாகிய்	VERB
அப்போது	அப்போது	ADV
இடம்	இடத்தில்	NOUN
தி.மு.க.	தி.மு.க.	PROPN
தங்கம்	தங்கப்	PROPN
காரணம்	காரணம்	NOUN
உறுதி	உறுதி	NOUN
ஒருவர்	ஒருவர்	NOUN
தில்லி	தில்லி	PROPN
_	இடத்தையும்	_
வைகோ	வைகோ	PROPN
பொதுமக்கள்	பொதுமக்கள்	NOUN
உறுப்பினர்	உறுப்பினர்கள்	NOUN
கருணாநிதி	கருணாநிதி	PROPN
இதையடுத்து	இதையடுத்து	ADV
விடு	விட்டத்	AUX
அவர்	அவரது	PRON
வீரர்	வீரர்கள்	NOUN
பகுதி	பகுதிகளில்	NOUN
ரயில்	ரயில்	NOUN
கணவன்	கணவன்	NOUN
நாடு	நாடுகளில்	NOUN
நிகழ்ச்சி	நிகழ்ச்சியில்	NOUN
அணை	அணை	NOUN
உள்	உள்	ADP
தேர்தல்	தேர்தலில்	NOUN
அறிக்கை	அறிக்கை	NOUN
தீவிரவாதம்	தீவிரவாத	PROPN
80	80	NUM
இரண்டு	இரண்டு	NUM
விழா	விழாவில்	NOUN
அவர்	அவர்களுக்கு	PRON
பிகார்	பிகார்	PROPN
படி	படி	ADP
வா	வந்த்	VERB
உடனடியாக	உடனடியாக	ADV
வாரம்	வாரம்	NOUN
செல்	சென்ற்	VERB
மாலதி	மாலதி	PROPN
ஆர்ப்பாட்டம்	ஆர்ப்பாட்டம்	NOUN
விடுதலை	விடுதலை	NOUN
_	பேருக்கும்	_
3	3	NUM
அதிகாரி	அதிகாரி	NOUN
போல்	போன்ற	ADP
பாஜக	பாஜக	PROPN
இவ்வாறு	இவ்வாறு	ADV
சதவீத	சதவீத	ADJ
_	kஉறித்தும்	_
ஓய்வு	ஓய்வு	NOUN
அக்டோபர்	அக்டோபர்	NOUN
அளி	அளிக்கப்	VERB
முறை	முறையாக	ADV
செய்	செய்த்	AUX
வாய்ப்பு	வாய்ப்பு	NOUN
அகதி	அகதி	NOUN
பதக்கம்	பதக்கம்	NOUN
இந்தியா	இந்தியப்	PROPN
இடம்	இடங்களில்	NOUN
செய்	செய்ய	VERB
கடல்	கடலில்	NOUN
இணை	இணைந்து	ADV
விபத்து	விபத்து	NOUN
உலகம்	உலக	PROPN
அனைத்து	அனைத்து	ADJ
இரு	இருக்கிறது	AUX
தொல்பொருள்	தொல்பொருள்	NOUN
ஆகு	ஆகத்	PART
எனினும்	எனினும்	ADV
கருத்து	கருத்துக்	NOUN
சமீபம்	சமீபத்தில்	ADV
இடையே	இடையே	ADP
நாடு	நாடு	NOUN
ரூ	ரூ	PUNCT
பதவி	பதவி	NOUN
அழைப்பு	அழைப்பு	NOUN
ஒபாமா	ஒபாமாவின்	PROPN
உள்	உள்ளோம்	AUX
பிகார்	பிகாரில்	PROPN
குறி	kஉறித்த்	ADP
காலை	காலை	NOUN
நாடு	நாட்டின்	NOUN
உள்துறை	உள்துறை	NOUN
முக்கியம்	முக்கிய	ADJ
மாநகரம்	மாநகர	PROPN
கண்ணி	கண்ணி	PROPN
காமன்வெல்த்	காமன்வெல்த்	PROPN
மக்கள்	மக்களுக்கு	NOUN
குற்றம்	குற்றப்	PROPN
முகாம்	முகாம்களில்	NOUN
மாதம்	மாதம்	NOUN
தெரி	தெரிய	VERB
மதிமுக	மதிமுக	PROPN
சேர்	சேர்ந்து	ADV
நாடு	நாடுகளின்	NOUN
பேர்	பேருக்க்	NOUN
வரை	வரை	ADP
பெரும்	பெரும்	ADJ
நடவடிக்கை	நடவடிக்கை	NOUN
ஆகியோர்	ஆகியோர்	NOUN
கொள்	கொண்ட்	AUX
அறிவு	அறிவித்த்	VERB
உயிரிழ	உயிரிழந்தனர்	VERB
ஆகு	ஆகக்	PART
குழு	குழுக்கள்	NOUN
ஆண்டு	ஆண்டில்	NOUN
வெடி	வெடிகளை	NOUN
இந்தியா	இந்தியாவின்	PROPN
எடு	எடுக்கப்	VERB
மனிதன்	மனித	PROPN
இந்தியர்	இந்தியர்கள்	PROPN
இழப்பீடு	இழப்பீட்டு	PROPN
நிலையம்	நிலையங்களை	NOUN
கண்டி	கண்டித்து	VERB
_	கூறியுள்ளார்	_
மாசுக்கட்டுப்பாடு	மாசுக்கட்டுப்பாட்டு	PROPN
முயற்சி	முயற்சித்து	VERB
கூட்டணி	கூட்டணி	NOUN
6	6	NUM
முடி	முடியாது	AUX
வீடு	விட்டு	AUX
போட்டி	போட்டியில்	NOUN
விடு	விட்டது	AUX
உயிரிழப்பு	உயிரிழப்புகள்	NOUN
அருகே	அருகே	ADP
கொள்	கொண்டார்	AUX
16	16	NUM
நிறுவனம்	நிறுவனங்கள்	NOUN
ரூ.	ரூ.	PUNCT
4	4	NUM
ரப்பர்	ரப்பர்	PROPN
கவனம்	கவனம்	NOUN
மாநிலம்	மாநிலத்தில்	NOUN
கிழக்கு	கிழக்குப்	NOUN
மீனவர்	மீனவர்கள்	NOUN
பிரிவு	பிரிவு	NOUN
மட்டும்	மட்டுமே	PART
மாநாடு	மாநாடு	NOUN
அமெரிக்கா	அமெரிக்காவின்	PROPN
வசி	வசிக்கும்	ADJ
ஆப்கானிஸ்தான்	ஆப்கானிஸ்தானில்	PROPN
லான்செட்	லான்செட்	PROPN
ஒதுக்கு	ஒதுக்கப்	VERB
தெரிவி	தெரிவித்தனர்	VERB
வெளியுறவு	வெளியுறவு	NOUN
அந்த	அந்தப்	DET
ஆகு	ஆம்	AUX
மீண்டும்	மீண்டும்	ADV
_	பாதிக்கப்படும்	_
என்	எனது	PRON
ஜீவனாம்சம்	ஜீவனாம்சம்	NOUN
கோரிக்கை	கோரிக்கை	NOUN
கொடநாடு	கொடநாடு	PROPN
ஆய்வு	ஆய்வு	NOUN
ஏற்படு	ஏற்படுத்த	VERB
சேர்	சேர்ந்தவர்கள்	NOUN
விடு	விடுத்த்	VERB
லலித்	லலித்	PROPN
பாதி	பாதிக்க	VERB
முன்பதிவு	முன்பதிவு	NOUN
50	50	NUM
சாய்னா	சாய்னா	PROPN
அமெரிக்காவ்	அமெரிக்காவ்	PROPN
யார்	யாரும்	PRON
உத்தரப்பிரதேச	உத்தரப்பிரதேச	PROPN
சிறப்பு	சிறப்பு	ADJ
அவர்	அவர்களது	PRON
கூறு	கூறியத்	VERB
விடுதலை	விடுதலைச்	NOUN
பணி	பணிகளில்	NOUN
மணிப்பூர்	மணிப்பூர்	PROPN
புலி	புலிகளின்	NOUN
வேலுசாமி	வேலுசாமி	PROPN
இது	இதன்	PRON
அது	அதில்	PRON
திருவொற்றியூர்	திருவொற்றியூர்	PROPN
அனுமதி	அனுமதி	NOUN
இந்தியா	இந்தியாவ்	PROPN
உரிய	உரிய	ADJ
இது	இதற்கான	ADJ
கொள்	கொண்ட	ADJ
மிகுந்த	மிகுந்த	ADJ
நட	நடந்த	ADJ
தேயிலை	தேயிலை	NOUN
ஆதரவு	ஆதரவ்	NOUN
தேசியம்	தேசிய	PROPN
தொடர்பு	தொடர்பான	ADJ
வெள்ளி	வெள்ளிப்	NOUN
நிறைவு	நிறைவு	NOUN
மேற்பட்ட	மேற்பட்ட	ADJ
இந்நிலை	இந்நிலையில்	NOUN
நிரந்தரம்	நிரந்தரம்	NOUN
5	5	NUM
மீனவ	மீனவ	PROPN
ஆண்டு	ஆண்டுக்கு	NOUN
_	குறிப்பிடப்பட்டுள்ளது	_
சிறுத்தை	சிறுத்தைகள்	NOUN
ஜெர்மனி	ஜெர்மனி	PROPN
பாதுகாப்பு	பாதுகாப்பு	NOUN
பேசு	பேசிய	ADJ
நாம்	நாம்	PRON
வழங்கு	வழங்க	VERB
ஆயிரம்	ஆயிரத்து	NUM
நிறுவனம்	நிறுவன	PROPN
ஓடு	ஓடு	ADP
இது	இதில்	ADV
பெறு	பெற்ற	ADJ
மாகாணம்	மாகாணத்தில்	NOUN
துணை	துணை	NOUN
இரண்டு	இரண்டாவது	ADJ
_	ஆதரவாக	_
அதிகாலை	அதிகாலை	NOUN
புகார்	புகார்	NOUN
ஈடுபடு	ஈடுபட்ட்	VERB
நாடாளுமன்றம்	நாடாளுமன்றத்தில்	NOUN
எதிர்ப்பு	எதிர்ப்பு	NOUN
கல்வி	கல்வி	NOUN
நடைபெறு	நடைபெற்றது	VERB
தகு	தக்கது	AUX
என்	எனத்	PART
கேள்வி	கேள்வி	NOUN
ஹென்றி	ஹென்றி	PROPN
கோடி	கோடி	NUM
மிரட்டல்	மிரட்டல்	NOUN
அவர்	அவருக்கு	PRON
_	காரணமாக	_
நீதிபதி	நீதிபதிகள்	NOUN
சட்டம்	சட்டத்தின்	NOUN
தமிழ்	தமிழ்	PROPN
இளைஞர்	இளைஞர்கள்	NOUN
பெரிதும்	பெரிதும்	ADV
சபை	சபையின்	NOUN
தற்கொலை	தற்கொலை	NOUN
ஆண்டு	ஆண்டுகள்	NOUN
நடைபெறு	நடைபெற்று	VERB
உத்தரவிடு	உத்தரவிட்ட்	VERB
கொலை	கொலை	NOUN
விஜயதசமி	விஜயதசமி	PROPN
போனஸ்	போனஸ்	PROPN
அரசு	அரசுக்கு	NOUN
உத்தரவு	உத்தரவை	NOUN
வேண்டு	வேண்டி	VERB
சங்கர்	சங்கர்	PROPN
வழக்கு	வழக்கு	NOUN
ஒத்திவை	ஒத்திவைக்க	VERB
பட்	பட்	PROPN
டி.	டி.	PROPN
ஏற்படு	ஏற்படும்	ADJ
உயர்	உயர்	ADJ
இது	இதற்காக	ADV
கொழும்பு	கொழும்பு	PROPN
வழங்கு	வழங்கி	VERB
வீரர்	வீரர்	NOUN
சிலை	சிலைகள்	NOUN
கிரீன்	கிரீன்	PROPN
நச்சு	நச்சுத்	NOUN
_	உயிரிழந்ததாக	_
அமெரிக்கா	அமெரிக்காவில்	PROPN
_	தலைவரும்	_
அதிகரி	அதிகரித்த்	VERB
ஆட்சியர்	ஆட்சியர்	NOUN
இருவர்	இருவர்	NOUN
_	பேசியதாவது	_
தன்மை	தன்மை	NOUN
பார்வையிடு	பார்வையிட்டார்	VERB
கர்நாடகம்	கர்நாடக	PROPN
மீட்டர்	மீட்டர்	NUM
தன்	தங்கள்	PRON
அரசு	அரசை	NOUN
குறி	குறித்த	ADP
குஜராத்	குஜராத்	PROPN
_	வெளியாகியுள்ளது	_
தமிழ்நாடு	தமிழ்நாடு	PROPN
விடுவி	விடுவிக்கப்	VERB
கூடு	கூட	PART
நிறைவேற்று	நிறைவேற்ற	VERB
ஆண்டு	ஆண்டுகளுக்குப்	NOUN
12	12	NUM
வரு	வருவது	AUX
நிவாரணம்	நிவாரண	PROPN
_	உத்தரவிட்டுள்ளார்	_
மீரா	மீரா	PROPN
நேற்று	நேற்று	ADV
காந்தி	காந்தி	PROPN
_	ஏற்பட்டுள்ளது	_
ஒட்டு	ஒட்டி	VERB
விழா	விழா	NOUN
சொந்த	சொந்த	ADJ
நிறுவனம்	நிறுவனத்தின்	NOUN
பொருளாதாரம்	பொருளாதார	PROPN
பிறகு	பிறகு	ADP
மருத்துவர்	மருத்துவர்கள்	NOUN
செல்	சென்ற	ADJ
மணலி	மணலி	PROPN
அச்சுறுத்தல்	அச்சுறுத்தல்	NOUN
வா	வந்து	VERB
கேரள	கேரள	PROPN
சம்பவம்	சம்பவ	PROPN
_	செய்துள்ளனர்	_
ஏற்படு	ஏற்பட்ட்	VERB
படு	படுகின்றனர்	AUX
தலிபான்	தலிபான்	PROPN
ரீதி	ரீதியில்	NOUN
நடத்து	நடத்தி	VERB
வை	வைத்த்	VERB
எண்ணிக்கை	எண்ணிக்கை	NOUN
திருவிழா	திருவிழா	NOUN
கார்	கார்	NOUN
பணியாற்று	பணியாற்றி	VERB
தொடர்பு	தொடர்பாக	ADV
_	இடத்திலேயே	_
டிக்கெட்	டிக்கெட்டுகள்	NOUN
_	குறித்தும்	_
அனுப்பு	அனுப்பப்	VERB
இரு	இருக்க	VERB
_	குறிப்பிட்டுள்ளார்	_
மூடு	மூடப்	VERB
பாதி	பாதிக்கப்	VERB
நாள்	நாள்	NOUN
அந்த	அந்தத்	DET
தெரிவி	தெரிவிக்கிறது	VERB
ராஜபட்ச	ராஜபட்ச	PROPN
என்	எனக்	PART
சரி	சரி	NOUN
பத்திரிகை	பத்திரிகை	NOUN
யார்	யார்	PRON
ஹூஸ்டன்	ஹூஸ்டனில்	PROPN
_	படவில்லை	_
ஜெயலலிதா	ஜெயலலிதாவை	PROPN
தமிழர்	தமிழர்களுக்க்	PROPN
’	’	PUNCT
கம்யூனிஸ்ட்	கம்யூனிஸ்ட்	PROPN
தீவிரவாதி	தீவிரவாதிகள்	NOUN
என்	என்பதை	PART
உருக்கு	உருக்கு	NOUN
அல்லது	அல்லது	CCONJ
உறுதியாகு	உறுதியாகி	VERB
இல்	இல்லாத	ADP
ஊதியம்	ஊதிய	PROPN
மிக	மிகப்	DET
வாரியம்	வாரியம்	NOUN
அடை	அடைக்கப்	VERB
அதை	அடைத்து	VERB
அணி	அணியின்	NOUN
மாலை	மாலை	NOUN
காயமடை	காயமடைந்தனர்	VERB
ஊதியம்	ஊதியத்தை	NOUN
பெறு	பெற்றார்	VERB
சட்டம்	சட்டம்	NOUN
துப்பாக்கிச்சண்டை	துப்பாக்கிச்சண்டையில்	NOUN
கபில்	கபில்	PROPN
நிருபமா	நிருபமா	PROPN
1992	1992-ம்	ADJ
டி.வி.	டி.வி.	PROPN
விஷயம்	விஷயத்தில்	NOUN
பச்சையம்மாள்	பச்சையம்மாள்	NOUN
தமிழர்	தமிழர்களை	PROPN
கோவை	கோவை	PROPN
மருத்துவமனை	மருத்துவமனையின்	NOUN
பீல்டு	பீல்டு	PROPN
உயிரிழ	உயிரிழப்பத்	VERB
பெரியாறு	பெரியாறு	PROPN
இங்கிலாந்து	இங்கிலாந்து	PROPN
பர்ன்ஸ்	பர்ன்ஸ்	PROPN
நல்ல	நல்ல	ADJ
உடன்பாடு	உடன்பாடு	NOUN
அமைச்சரவை	அமைச்சரவைக்	NOUN
குற்றம்	குற்றம்	NOUN
யார்டு	யார்டு	PROPN
கட்சி	கட்சிகள்	NOUN
வரவேற்பு	வரவேற்பு	NOUN
மூத்த	மூத்த	ADJ
அமைப்பு	அமைப்பின்	NOUN
சிறை	சிறைகளில்	NOUN
படு	பட்டனர்	AUX
11	11	NUM
இந்த	இந்தத்	DET
பதிவு	பதிவு	NOUN
வாரியம்	வாரிய	PROPN
பேசு	பேசினார்	VERB
ஆட்சி	ஆட்சியை	NOUN
ஈடுபடு	ஈடுபட்டு	VERB
ராகுல்	ராகுல்	PROPN
_	அதிகாரிகளும்	_
இ-மெ	இ-மெயில்	PROPN
பேசு	பேசியத்	VERB
நார்வே	நார்வேயில்	PROPN
தேர்தல்	தேர்தல்	NOUN
கழகம்	கழகப்	PROPN
தவிர	தவிர	ADP
பொருளாதாரம்	பொருளாதாரம்	NOUN
ஜப்பான்	ஜப்பான்	PROPN
மொத்தம்	மொத்தம்	ADJ
_	தலைவருமான	_
என்	என்கிற	PART
கூடுதல்	கூடுதல்	ADJ
பொன்சேகா	பொன்சேகா	PROPN
வடக்கு	வடக்கு	NOUN
ஏற்படுத்து	ஏற்படுத்தும்	VERB
நடத்து	நடத்திய	ADJ
ஸ்ரீபதி	ஸ்ரீபதி	PROPN
கழகம்	கழகத்	PROPN
_	நாடுகளும்	_
செல்	செல்லும்	ADJ
அமைச்சகம்	அமைச்சகம்	NOUN
நடவடிக்கை	நடவடிக்கைய்	NOUN
ஏற்படுத்து	ஏற்படுத்திய்	VERB
ராஜபட்ச	ராஜபட்சவை	PROPN
தொகை	தொகை	NOUN
போ	போவத்	AUX
காலம்	காலம்	NOUN
மாளிகை	மாளிகை	NOUN
அந்த	அந்	DET
கட்டு	கட்டப்	VERB
உடல்நிலை	உடல்நிலை	NOUN
7	7	NUM
ஜனதாதளம்	ஜனதாதளம்	PROPN
நாடு	நாட்டில்	NOUN
உள்ளூர்	உள்ளூர்	NOUN
37	37	NUM
உறவு	உறவு	NOUN
தங்கு	தங்கிய்	VERB
பேரவை	பேரவைத்	NOUN
போர்	போர்க்	NOUN
_	நிதியிலிருந்து	_
சேப்பாக்கம்	சேப்பாக்கம்	PROPN
விமானம்	விமானம்	NOUN
உயிரிழ	உயிரிழந்தத்	VERB
மாநிலம்	மாநிலச்	PROPN
திராவிடர்	திராவிடர்	PROPN
மிக	மிக	DET
கே.எஸ்.ஸ்ரீபதி	கே.எஸ்.ஸ்ரீபதி	PROPN
அண்ணா	அண்ணா	PROPN
மின்	மின்	NOUN
பராக்	பராக்	PROPN
வீடு	வீட்டில்	NOUN
லட்சுமி	லட்சுமி	PROPN
எடு	எடுக்க	VERB
குறி	குறித்த்	ADP
பெறு	பெற்று	VERB
தூதர்	தூதர்	NOUN
இறக்கு	இறக்கி	VERB
பணி	பணிகளை	NOUN
முடி	முடியும்	AUX
அங்கு	அங்கு	ADV
குரல்	குரல்	NOUN
என்	என்பவர்	NOUN
நாங்கள்	நாங்கள்	PRON
;	;	PUNCT
தன்	தனக்கு	PRON
விடு	விட்டால்	AUX
சிறந்த	சிறந்த	ADJ
100	100	NUM
போராடு	போராடுவோம்	VERB
அது	அதற்கு	ADV
மாவட்டம்	மாவட்டத்தில்	NOUN
வனத்தோட்டம்	வனத்தோட்டக்	PROPN
ஆளு	ஆளும்	ADJ
ஐபிஎல்	ஐபிஎல்	PROPN
கட்சி	கட்சித்	NOUN
அணை	அணையை	NOUN
_	ஏற்படுத்தியுள்ளது	_
ஸ்காட்லாந்து	ஸ்காட்லாந்து	PROPN
பேச்சுவார்த்தை	பேச்சுவார்த்தை	NOUN
மோசடி	மோசடி	NOUN
வேலை	வேலை	NOUN
ஐநா	ஐநா	PROPN
கணக்கு	கணக்கில்	NOUN
சந்தி	சந்தித்து	VERB
படு	படவ்	AUX
_	ஆணையராக	_
அமைச்சர்	அமைச்சர்கள்	NOUN
பெண்	பெண்கள்	NOUN
பணி	பணியில்	NOUN
ஹெலிகாப்டர்	ஹெலிகாப்டர்	PROPN
கூடு	கூடாது	AUX
நிதி	நிதிய்	NOUN
ஷீலா	ஷீலா	PROPN
சிபிஐ	சிபிஐ	PROPN
கெமிக்கல்ஸ்	கெமிக்கல்ஸ்	PROPN
தற்போது	தற்போது	ADV
செய்தியாளர்	செய்தியாளர்களிடம்	NOUN
படு	பட்டதற்கு	AUX
அடிப்படை	அடிப்படை	NOUN
உச்சம்	உச்ச	PROPN
_	செய்துள்ளது	_
வெள்ளை	வெள்ளை	ADJ
செல்	செல்ல	VERB
அமைப்பு	அமைப்பில்	NOUN
இலங்கை	இலங்கையில்	PROPN
திட்டம்	திட்டங்கள்	NOUN
மாநாடு	மாநாட்டில்	NOUN
செய்	செய்த	ADJ
பெறு	பெற்ற்	VERB
இதழ்	இதழ்	NOUN
பணி	பணி	NOUN
தோட்டம்	தோட்டக்	NOUN
பணியாற்று	பணியாற்ற	VERB
மேம்பாடு	மேம்பாட்டு	PROPN
பெட்ரோ	பெட்ரோ	PROPN
நியூஸிலாந்து	நியூஸிலாந்து	PROPN
கூட்டம்	கூட்டத்தில்	NOUN
மறு	மறு	ADJ
மாவட்டம்	மாவட்ட	PROPN
வகி	வகித்தார்	VERB
பயணம்	பயணத்தின்	NOUN
பொது	பொது	ADJ
பிரதமர்	பிரதமர்	NOUN
புகார்	புகாரில்	NOUN
வளர்ச்சி	வளர்ச்சி	NOUN
பாதுகாப்பு	பாதுகாப்புப்	NOUN
அல்	அல்லாத	ADJ
பேசு	பேசும்	ADJ
85	85	NUM
கேள்	கேட்டுக்	VERB
ஆளுநர்	ஆளுநர்	NOUN
மார்க்சிஸ்ட்	மார்க்சிஸ்ட்	PROPN
நம்பு	நம்புவத்	VERB
கொள்	கொள்வதற்க்	VERB
நீங்கள்	நீங்கள்	PRON
சங்கம்	சங்கத்தின்	NOUN
குறிப்பிடு	குறிப்பிட்ட்	VERB
_	நம்புவதாக	_
முடிவெடு	முடிவெடுக்கப்	VERB
_	விட்டதாகவும்	_
