lemma	form	pos
dün	dün	NOUN
hep	hep	ADV
sen	senin	PRON
tüm	tüm	DET
belki	belki	ADV
bütün	bütün	ADJ
kadın	kadın	ADJ
kez	kez	NOUN
dört	dört	NUM
taraf	tarafından	NOUN
para	para	NOUN
iş	iş	NOUN
pek	pek	ADV
yeniden	yeniden	ADV
öyle	öyle	ADV
bilim	bilim	NOUN
genel	genel	ADJ
başkan	başkanı	NOUN
kişi	kişi	NOUN
biz	bizim	PRON
tek	tek	ADJ
siz	siz	PRON
önem	önem	NOUN
birlikte	birlikte	ADP
doğru	doğru	ADJ
çocuk	çocuklar	NOUN
yer	yerine	NOUN
veya	veya	CCONJ
biri	biri	PRON
ver	verdi	VERB
kabul	kabul	NOUN
yemek	yemek	NOUN
yüz	yüzde	NUM
an	an	NOUN
sadece	sadece	ADV
bu	bunlar	PRON
şekil	şekilde	NOUN
başla	başladı	VERB
an	anda	NOUN
süre	süre	NOUN
sabah	sabah	NOUN
ay	ay	NOUN
birçok	birçok	DET
zor	zor	ADJ
ev	eve	NOUN
üzer	üzerinde	NOUN
şey	şeyler	NOUN
hemen	hemen	ADV
kim	kim	PRON
yüksek	yüksek	ADJ
_	vardı	_
yine	yine	ADV
i	tu	AUX
sen	seni	PRON
üzere	üzere	ADP
akşam	akşam	NOUN
bu	bunun	PRON
karar	karar	NOUN
ara	arasında	ADJ
kız	kız	ADJ
anne	annem	NOUN
ora	orada	PRON
li	lu	ADP
ev	evi	NOUN
yer	yere	NOUN
çünkü	çünkü	CCONJ
ol	olur	VERB
evet	evet	NOUN
geri	geri	ADV
biz	bize	PRON
insan	insan	NOUN
hafta	hafta	NOUN
belli	belli	ADJ
karşı	karşı	ADP
boyunca	boyunca	ADP
özel	özel	ADJ
ilişkin	ilişkin	ADP
şöyle	şöyle	ADV
ali	ali	PROPN
yol	yol	NOUN
ora	oraya	PRON
i	tir	AUX
o	onlar	PRON
bilimsel	bilimsel	ADJ
_	önemli	_
_	yoktu	_
bu	buna	PRON
yüz	yüz	NUM
i	sa	AUX
zaten	zaten	ADV
ol	olsa	VERB
açık	açık	ADJ
yardım	yardım	NOUN
terk	terk	NOUN
genç	genç	ADJ
gün	günü	NOUN
aslında	aslında	ADV
kötü	kötü	ADJ
türkiye	türkiye	PROPN
konu	konusunda	NOUN
sıra	sırada	NOUN
neden	neden	ADV
beri	beri	ADP
gel	gelen	VERB
bazen	bazen	ADV
tane	tane	NOUN
devam	devam	NOUN
söz	söz	NOUN
gel	geliyor	VERB
baş	başına	NOUN
ifade	ifade	NOUN
de	diyor	VERB
hava	hava	NOUN
göz	göz	NOUN
sık	sık	ADV
çık	çıktı	VERB
i	dur	AUX
fazla	fazla	ADJ
askeri	askeri	ADJ
kolay	kolay	ADJ
kerem	kerem	PROPN
yani	yani	CCONJ
git	gitti	VERB
üzer	üzerine	NOUN
yıl	yılında	NOUN
şey	şeyi	NOUN
siz	size	PRON
al	aldı	VERB
o	onların	PRON
sanki	sanki	ADV
mu	mu	AUX
biz	bizi	PRON
beyaz	beyaz	ADJ
bura	buraya	PRON
mehmet	mehmet	PROPN
yarın	yarın	NOUN
araba	araba	NOUN
su	su	NOUN
konu	konuda	NOUN
işte	işte	ADV
milli	milli	ADJ
rağmen	rağmen	ADP
tabii	tabii	ADJ
orta	ortaya	ADJ
sor	sordu	VERB
altı	altı	NUM
i	tı	AUX
devlet	devlet	NOUN
kitap	kitap	NOUN
sonunda	sonunda	ADV
ol	olacak	VERB
kemal	kemal	PROPN
savaş	savaş	NOUN
galiba	galiba	ADV
el	ele	NOUN
defa	defa	NOUN
o	ondan	PRON
ayrıca	ayrıca	ADV
anne	anne	NOUN
film	film	NOUN
ses	ses	NOUN
bak	baktı	VERB
tam	tam	ADV
genellikle	genellikle	ADV
telefon	telefon	NOUN
ara	arada	ADJ
uçak	uçak	NOUN
_	arasındaki	_
..	..	PUNCT
yedi	yedi	NUM
kaç	kaç	NUM
ayhan	ayhan	PROPN
neden	nedeniyle	NOUN
hayır	hayır	NOUN
iş	işe	NOUN
ol	olmaz	VERB
kendi	kendini	PRON
milyon	milyon	NUM
gerek	gerekiyor	VERB
ol	olsun	VERB
bakan	bakanı	NOUN
az	az	ADV
kısa	kısa	ADJ
acaba	acaba	ADV
uçak	uçağın	NOUN
gerçek	gerçek	ADJ
yanlış	yanlış	ADJ
görev	görev	NOUN
öğretmen	öğretmen	NOUN
sekiz	sekiz	NUM
sahip	sahip	ADJ
baba	babası	NOUN
çocuk	çocuğun	NOUN
i	yım	AUX
gör	gördüm	VERB
siz	sizin	PRON
deniz	deniz	NOUN
_	vardır	_
de	demek	VERB
fark	fark	NOUN
ayşe	ayşe	PROPN
uygun	uygun	ADJ
bil	bilmiyorum	VERB
yap	yapılan	VERB
nere	nereye	PRON
ol	olması	VERB
yalnızca	yalnızca	ADV
o	onunla	PRON
o	onları	PRON
et	ediyor	VERB
et	edildi	VERB
lik	lık	ADP
türk	türk	ADJ
eğitim	eğitim	NOUN
hazır	hazır	ADJ
i	ydu	AUX
konuş	konuştu	VERB
yan	yanında	ADJ
ol	oluyor	VERB
iki	i̇ki	NUM
kapı	kapı	NOUN
et	eden	VERB
ol	olmuş	VERB
sokak	sokağa	NOUN
iç	içine	ADJ
farklı	farklı	ADJ
–	–	PUNCT
kendi	kendisine	PRON
ben	bence	PRON
kitap	kitabı	NOUN
erkek	erkek	ADJ
sigara	sigara	NOUN
semra	semra	PROPN
erkek	erkekler	ADJ
lazım	lazım	ADJ
ayrı	ayrı	ADJ
diğer	diğer	DET
sıcak	sıcak	ADJ
_	yoksa	_
insan	insanlar	NOUN
nere	nerede	PRON
i̇ngiliz	i̇ngiliz	PROPN
hatta	hatta	CCONJ
üst	üstüne	ADJ
lik	lik	ADP
vergi	vergi	NOUN
çay	çay	NOUN
özellikle	özellikle	ADV
baba	baba	NOUN
yap	yapılacak	VERB
ara	ara	ADJ
güney	güney	NOUN
yıl	yıllar	NOUN
herkes	herkes	NOUN
sıra	sıra	NOUN
bu	bunları	PRON
git	gidiyor	VERB
yaklaşık	yaklaşık	ADJ
göz	gözleri	NOUN
i	mış	AUX
makine	makine	NOUN
dünya	dünya	NOUN
kendi	kendisi	PRON
ol	olmak	VERB
durum	durum	NOUN
sorun	sorun	NOUN
kuzey	kuzey	NOUN
haber	haber	NOUN
ağır	ağır	ADJ
hepsi	hepsi	PRON
el	elde	NOUN
bu	bundan	PRON
zaman	zamanı	NOUN
kendi	kendisini	PRON
gene	gene	ADV
i	im	AUX
neredeyse	neredeyse	ADV
mektup	mektubu	NOUN
çeşitli	çeşitli	ADJ
ol	olmadığını	VERB
ait	ait	ADP
dikkat	dikkat	NOUN
al	alan	VERB
konu	konuyu	NOUN
yorgun	yorgun	ADJ
çalış	çalışıyor	VERB
yer	yerde	NOUN
okul	okula	NOUN
iste	istiyor	VERB
izin	izin	NOUN
sürekli	sürekli	ADV
gün	günlerde	NOUN
ocak	ocak	NOUN
kahve	kahve	NOUN
başbakan	başbakan	NOUN
et	ediyorum	VERB
baş	başında	NOUN
bu	bununla	PRON
otuz	otuz	NUM
cevap	cevap	NOUN
bey	bey	NOUN
oda	oda	NOUN
yap	yapıyor	VERB
recep	recep	PROPN
i	yim	AUX
kendi	kendine	PRON
ortak	ortak	ADJ
değil	değildir	VERB
dokuz	dokuz	NUM
bil	biliyorum	VERB
soğuk	soğuk	ADJ
gerek	gerek	NOUN
tamamen	tamamen	ADV
ardından	ardından	ADP
masa	masanın	NOUN
sosyal	sosyal	ADJ
git	gitmek	VERB
iste	istiyorum	VERB
hala	hala	ADV
gir	girdi	VERB
ramiz	ramiz	PROPN
geyik	geyik	NOUN
hadi	hadi	INTJ
ol	olabilir	VERB
ev	evin	NOUN
lira	lira	NOUN
zaman	zamanda	NOUN
oğul	oğlum	NOUN
birden	birden	ADV
bilim	bilimin	NOUN
niye	niye	ADV
hal	haline	NOUN
i	yken	AUX
i	di	AUX
seçim	seçim	NOUN
i	tır	AUX
kimse	kimse	NOUN
gör	görmek	VERB
tarih	tarih	NOUN
yalnız	yalnız	ADV
eroin	eroin	NOUN
yirmi	yirmi	NUM
patlıcan	patlıcan	NOUN
konu	konu	NOUN
al	almak	VERB
mektup	mektup	NOUN
iyi	i̇yi	ADJ
yağmur	yağmur	NOUN
hak	hakkında	NOUN
belir	belirtti	VERB
peki	peki	ADV
erol	erol	PROPN
çocuk	çocukları	NOUN
düşük	düşük	ADJ
deniz	denize	NOUN
şirket	şirketi	NOUN
geniş	geniş	ADJ
doğum	doğum	NOUN
hal	hale	NOUN
hız	hızla	NOUN
_	önceki	_
dolu	dolu	ADJ
durum	durumu	NOUN
hangi	hangi	DET
yavaş	yavaş	ADJ
yol	yola	NOUN
git	gitmiş	VERB
hülya	hülya	PROPN
içeri	içeri	NOUN
içeri	içeriye	NOUN
yap	yapan	VERB
türkiye	türkiye'nin	PROPN
gör	görmüş	VERB
et	ettim	VERB
yaşlı	yaşlı	ADJ
kaza	kaza	NOUN
yaş	yaşında	NOUN
yeşil	yeşil	ADJ
biri	birisi	PRON
baba	babam	NOUN
karşılık	karşılık	NOUN
sıra	sırasında	NOUN
ön	önünde	ADJ
insan	insanların	NOUN
ilk	i̇lk	ADJ
et	eder	VERB
dolar	dolar	NOUN
henüz	henüz	ADV
kimi	kimi	DET
acı	acı	ADJ
yakın	yakın	ADJ
mutlu	mutlu	ADJ
değil	değildi	VERB
kredi	kredi	NOUN
yerli	yerli	ADJ
insan	insanın	NOUN
yönelik	yönelik	ADP
dünya	dünyanın	NOUN
ön	önüne	ADJ
bir	birer	NUM
siyasi	siyasi	ADJ
et	ettiği	VERB
öğrenci	öğrenci	NOUN
yüz	yüzden	NOUN
söyle	söylüyor	VERB
iş	işi	NOUN
milyar	milyar	NUM
aile	aile	NOUN
olay	olayın	NOUN
ben	benden	PRON
peynir	peynir	NOUN
kırmızı	kırmızı	ADJ
ali	ali’nin	PROPN
yüzyıl	yüzyılda	NOUN
durum	durumunda	NOUN
keşke	keşke	ADV
san	sanıyorum	VERB
sol	sol	ADJ
dönem	dönemde	NOUN
cinayet	cinayet	NOUN
inşa	inşa	NOUN
el	el	NOUN
rahat	rahat	ADJ
çin	çin	PROPN
türlü	türlü	ADJ
ekonomik	ekonomik	ADJ
yaşam	yaşam	NOUN
doğru	doğrusu	ADJ
gel	gelir	VERB
hal	halde	NOUN
git	gidip	VERB
oy	oy	NOUN
o	onlara	PRON
yüz	yüzünden	NOUN
i	tur	AUX
sahip	sahibi	NOUN
yaz	yaz	NOUN
canlı	canlı	ADJ
merak	merak	NOUN
sor	sordum	VERB
şarkı	şarkı	NOUN
adım	adım	NOUN
yıl	yılı	NOUN
mu	musun	AUX
vade	vade	NOUN
ol	olmadı	VERB
dünya	dünyada	NOUN
mebrure	mebrure	PROPN
i	miş	AUX
sağlık	sağlık	NOUN
dil	dil	NOUN
itibaren	itibaren	ADP
çık	çıkan	VERB
tamam	tamam	ADJ
değil	değilim	VERB
bura	burası	PRON
ver	verdiği	VERB
resim	resim	NOUN
olay	olay	NOUN
gül	gül	PROPN
mevcut	mevcut	ADJ
siz	sız	ADP
saffet	saffet	PROPN
boş	boş	ADJ
görün	görünüyor	VERB
üvey	üvey	ADJ
bil	biliyor	VERB
hareket	hareket	NOUN
el	elinde	NOUN
cumhurbaşkanı	cumhurbaşkanı	NOUN
anne	annesi	NOUN
tarih	tarihi	NOUN
kadın	kadınlar	ADJ
bak	bak	VERB
baş	baş	NOUN
li	lü	ADP
et	etmiş	VERB
ilişki	ilişki	NOUN
televizyon	televizyon	NOUN
kapı	kapıyı	NOUN
üst	üstünde	ADJ
eğer	eğer	CCONJ
…	…	PUNCT
masa	masaya	NOUN
bölge	bölgede	NOUN
göster	gösterdi	VERB
işte	i̇şte	ADV
kendi	kendimi	PRON
yan	yanına	ADJ
savun	savunma	VERB
fakat	fakat	CCONJ
elli	elli	NUM
gel	gelmiş	VERB
yap	yaptığı	VERB
ses	sesi	NOUN
okul	okul	NOUN
nere	nereden	PRON
i	ken	AUX
bak	bakın	VERB
doktor	doktor	NOUN
isim	isim	NOUN
naci	naci	PROPN
böylece	böylece	ADV
aşk	aşk	NOUN
git	gidiyoruz	VERB
irak	irak	PROPN
i̇stanbul	i̇stanbul	PROPN
_	üzerindeki	_
memnun	memnun	ADJ
ad	adı	NOUN
temel	temel	ADJ
rahatsız	rahatsız	ADJ
kere	kere	NOUN
dön	döndü	VERB
hasta	hasta	ADJ
tahmin	tahmin	NOUN
aç	açtı	VERB
yap	yaptı	VERB
tuhaf	tuhaf	NOUN
herkes	herkesin	PRON
senem	senem	PROPN
melek	melek	PROPN
necla	necla	PROPN
hızlı	hızlı	ADJ
başkan	başkan	NOUN
_	vadeli	_
eş	eşi	ADJ
adam	adamın	NOUN
herhangi	herhangi	DET
rakı	rakı	NOUN
doğal	doğal	ADJ
ora	oradan	PRON
yap	yapmak	VERB
et	edilen	ADJ
biçim	biçimde	NOUN
memo	memo	PROPN
polis	polis	NOUN
mutlaka	mutlaka	ADV
herhalde	herhalde	ADV
hal	halinde	NOUN
geç	geçti	VERB
durum	durumda	NOUN
şu	şunları	PRON
iki	ikinci	NUM
yabancı	yabancı	ADJ
gerçekten	gerçekten	ADV
yardımcı	yardımcı	NOUN
ciddi	ciddi	ADJ
yap	yapmış	VERB
türkiye	türkiye'de	PROPN
yol	yolu	NOUN
_	gibiydi	_
ay	ayında	NOUN
i	se	AUX
oysa	oysa	CCONJ
kız	kızı	ADJ
m.ö.	m.ö.	NOUN
yap	yapar	VERB
yıl	yıllarda	NOUN
avukat	avukat	NOUN
geç	geç	ADV
özer	özer	PROPN
çocuk	çocukların	NOUN
dolayı	dolayı	ADP
öbür	öbür	ADJ
bu	bunların	PRON
mahmut	mahmut	PROPN
mi	misin	AUX
orta	ortadan	ADJ
bağımlı	bağımlı	ADJ
i	ti	AUX
chp	chp	PROPN
alt	altında	ADJ
i	ydim	AUX
zengin	zengin	ADJ
saime	saime	PROPN
amerika	amerika	PROPN
çık	çıkmış	VERB
tamir	tamir	NOUN
parça	parçası	NOUN
gel	geliyordu	VERB
de	demişti	VERB
pazar	pazar	NOUN
uyum	uyum	NOUN
hanım	hanım	NOUN
gerek	gerektiğini	VERB
baş	başını	NOUN
etraf	etrafında	NOUN
gerek	gerekir	VERB
ol	olup	VERB
hükümet	hükümet	NOUN
ol	olmadığı	VERB
haber	haberi	NOUN
modern	modern	ADJ
grup	grup	NOUN
akşam	akşama	NOUN
dış	dışında	ADJ
ceza	ceza	NOUN
ankara	ankara	PROPN
kırk	kırk	NUM
gizli	gizli	ADJ
masa	masada	NOUN
okul	okulu	NOUN
insan	insanı	NOUN
ev	evini	NOUN
al	aldık	VERB
geçen	geçen	ADJ
alışveriş	alışveriş	NOUN
şekil	şeklinde	NOUN
nefret	nefret	NOUN
yapı	yapı	NOUN
leblebi	leblebi	NOUN
bil	biliyordum	VERB
bağlı	bağlı	ADJ
ilginç	ilginç	ADJ
nesnel	nesnel	ADJ
alman	alman	PROPN
ver	verdim	VERB
kendi	kendilerine	PRON
ulusal	ulusal	ADJ
ince	ince	ADJ
roman	roman	NOUN
pilot	pilot	NOUN
sorun	sorunu	NOUN
dahil	dahil	NOUN
sağ	sağ	ADJ
dış	dış	ADJ
dünya	dünyaya	NOUN
iş	i̇ş	NOUN
erken	erken	ADV
seksen	seksen	NUM
yet	yeter	VERB
başla	başlamış	VERB
cumartesi	cumartesi	NOUN
ol	olmayan	AUX
kız	kızın	ADJ
i	ymış	AUX
öğrenci	öğrenciler	NOUN
hafifçe	hafifçe	ADV
kasım	kasım	NOUN
teslim	teslim	NOUN
ilan	ilan	NOUN
güç	güç	ADJ
çocuk	çocuğa	NOUN
kaydet	kaydetti	VERB
tür	tür	NOUN
neyse	neyse	ADV
temsil	temsil	NOUN
kapalı	kapalı	ADJ
bilgi	bilgi	NOUN
ömer	ömer	PROPN
abla	abla	NOUN
şahin	şahin	PROPN
söz	sözünü	NOUN
sezginler	sezginler	PROPN
ol	olacaktı	VERB
dair	dair	ADP
öğle	öğleden	NOUN
soru	soru	NOUN
çek	çekti	VERB
düş	düşen	VERB
uzak	uzak	ADJ
zaman	zamanlar	NOUN
iste	istemiyor	VERB
ol	olursa	AUX
gel	gelecek	VERB
kamu	kamu	NOUN
başarılı	başarılı	ADJ
dakika	dakika	NOUN
duygu	duygularını	NOUN
de	demiş	VERB
otobüs	otobüs	NOUN
karşı	karşısında	ADJ
neden	nedenle	NOUN
yer	yerinde	NOUN
ankara	ankara’ya	PROPN
al	alır	VERB
madde	madde	NOUN
kapı	kapının	NOUN
yararlı	yararlı	ADJ
kal	kalan	VERB
turizm	turizm	NOUN
içki	içki	NOUN
sayı	sayıda	NOUN
viski	viski	NOUN
can	canım	NOUN
kitap	kitaplar	NOUN
gerekli	gerekli	ADJ
paralel	paralel	ADJ
yer	yerden	NOUN
elektrik	elektrik	NOUN
yasal	yasal	ADJ
bak	bakalım	VERB
oldukça	oldukça	ADV
yan	yana	ADJ
sevgi	sevgi	NOUN
taşhan	taşhan'ın	PROPN
the	the	X
arkadaş	arkadaş	NOUN
i	lar	AUX
mal	mal	NOUN
üniversite	üniversite	NOUN
mali	mali	ADJ
iste	ister	VERB
yönetim	yönetim	NOUN
et	etmek	VERB
hele	hele	ADV
müdür	müdürü	NOUN
zor	zorunda	NOUN
ikibinüç	ikibinüç	NUM
resmi	resmi	ADJ
ev	evinde	NOUN
erdoğan	erdoğan'ın	PROPN
mümkün	mümkün	ADJ
olacak	olacağını	ADJ
ekmek	ekmek	NOUN
hayat	hayatta	NOUN
ünlü	ünlü	ADJ
otur	oturan	VERB
iç	iç	ADJ
anne	anneme	NOUN
faiz	faiz	NOUN
söz	sözü	NOUN
yan	yan	ADJ
günah	günah	NOUN
katana	katana	NOUN
ev	evden	NOUN
git	gidiyorum	VERB
tıpkı	tıpkı	ADV
göster	gösteriyor	VERB
kendi	kendilerini	PRON
yaşa	yaşayan	VERB
trilyon	trilyon	NUM
takım	takımı	NOUN
dur	duruyor	VERB
süreç	süreç	NOUN
bahçe	bahçede	NOUN
toplumsal	toplumsal	ADJ
ideolojik	ideolojik	ADJ
yasa	yasa	NOUN
_	yoktur	_
aile	ailenin	NOUN
hani	hani	ADV
sınıf	sınıf	NOUN
köpek	köpek	NOUN
tepki	tepki	NOUN
iste	istedi	VERB
köpek	köpeği	NOUN
çözüm	çözüm	NOUN
bu	bunlardan	PRON
metre	metre	NOUN
gerek	gerekiyordu	VERB
cumhuriyet	cumhuriyet	NOUN
dolayısıyla	dolayısıyla	ADV
kara	kara	ADJ
sen	seninle	PRON
bura	buradan	PRON
el	elleri	NOUN
a	a	INTJ
yıl	yılda	NOUN
nusret	nusret	PROPN
hediye	hediye	NOUN
alan	alana	NOUN
din	din	NOUN
üniversite	üniversiteyi	NOUN
gel	geldim	VERB
orta	orta	ADJ
ileri	ileri	ADJ
_	sessiz	_
nüfus	nüfus	NOUN
ver	veren	VERB
teori	teori	NOUN
saat	saatte	NOUN
hazine	hazine	NOUN
al	almaya	VERB
osman	osman	PROPN
getir	getirdi	VERB
tehlike	tehlike	NOUN
ol	olduğuna	VERB
isim	ismi	NOUN
çalış	çalıştı	VERB
ana	ana	ADJ
öğle	öğle	NOUN
_	sonraki	_
ara	arasına	ADJ
nisan	nisan	NOUN
park	parkı	NOUN
ver	ver	VERB
akıl	aklıma	NOUN
kardeş	kardeşi	NOUN
siyah	siyah	ADJ
hiçbiri	hiçbiri	PRON
kalabalık	kalabalık	NOUN
siz	sizi	PRON
atila	atila	PROPN
gel	gelmişti	VERB
ver	vermiş	VERB
halk	halk	NOUN
parti	parti	NOUN
el	ellerini	NOUN
kişi	kişinin	NOUN
film	filmi	NOUN
zeynep	zeynep	PROPN
dönem	döneminde	NOUN
ad	ad	NOUN
türkiye	türkiye'ye	PROPN
akdeniz	akdeniz	PROPN
yan	yandan	ADJ
fatma	fatma	PROPN
başla	başlamıştı	VERB
para	parası	NOUN
üst	üst	ADJ
_	bölgedeki	_
mustafa	mustafa	PROPN
yardımcı	yardımcısı	NOUN
ışık	ışık	NOUN
emin	emin	ADJ
mücadele	mücadele	NOUN
ev	evine	NOUN
kişi	kişiler	NOUN
korku	korku	NOUN
al	alıyor	VERB
ben	benimle	PRON
git	gidelim	VERB
milletvekili	milletvekili	NOUN
bil	bildirdi	VERB
sıra	sıralarda	NOUN
derin	derin	ADJ
hava	havada	NOUN
niçin	niçin	ADV
alan	alanda	NOUN
yarı	yarı	ADJ
i	ymiş	AUX
ikibiniki	ikibiniki	NUM
roma	roma	PROPN
bak	baktım	VERB
sınav	sınavı	NOUN
kurtul	kurtulmak	VERB
ne	neler	PRON
otur	oturuyordu	VERB
neden	nedeni	NOUN
para	parayı	NOUN
düşün	düşündüm	VERB
kısım	kısmı	NOUN
meslek	meslek	NOUN
kardeş	kardeşinin	NOUN
başla	başladım	VERB
dön	dönüp	VERB
göz	gözlerini	NOUN
yaz	yazdım	VERB
kal	kalmış	VERB
anayasa	anayasa	NOUN
anlam	anlamına	NOUN
rol	rolü	NOUN
kesin	kesin	ADJ
uçak	uçağa	NOUN
memur	memur	NOUN
zaman	zamanlarda	NOUN
kal	kaldı	VERB
aşırı	aşırı	ADJ
şeker	şeker	NOUN
oyun	oyun	NOUN
teknoloji	teknoloji	NOUN
tenis	tenis	NOUN
bit	bitmiş	VERB
gör	görmedim	VERB
et	edilmiş	VERB
üstelik	üstelik	ADV
ter	ter	NOUN
yemek	yemeği	NOUN
_	içindeki	_
başla	başlayan	VERB
hayat	hayatını	NOUN
kendi	kendileri	PRON
kar	kar	NOUN
sokak	sokak	NOUN
hüseyin	hüseyin	PROPN
günlük	günlük	ADJ
bebek	bebek	NOUN
i̇stanbul	i̇stanbul'a	PROPN
parçacık	parçacıklar	NOUN
anlat	anlattım	VERB
ayak	ayak	NOUN
süt	süt	NOUN
ağız	ağzına	NOUN
bahçe	bahçesi	NOUN
baba	babama	NOUN
teknik	teknik	ADJ
görün	görünen	VERB
dön	döndüm	VERB
yap	yapacak	VERB
ziyaret	ziyaret	NOUN
baskı	baskı	NOUN
bırak	bıraktı	VERB
emekli	emekli	ADJ
sev	sever	VERB
boy	boyu	NOUN
yer	yerini	NOUN
de	diyorlar	VERB
bilgisayar	bilgisayar	NOUN
oluş	oluşan	ADJ
üzer	üzerinden	NOUN
saygı	saygı	NOUN
arka	arka	ADJ
ev	evler	NOUN
ahmet	ahmet’le	PROPN
sermaye	sermaye	NOUN
kim	kime	PRON
ol	olmuştur	AUX
esas	esas	ADJ
şirket	şirket	NOUN
mu	musunuz	AUX
temel	temelinde	ADJ
git	giden	VERB
kriz	kriz	NOUN
alt	altına	ADJ
baş	başından	NOUN
sınav	sınava	NOUN
ekim	ekim	NOUN
orhan	orhan	PROPN
çek	çeken	VERB
jul	jul	NOUN
belir	belirten	VERB
avrupa	avrupa	PROPN
i	dür	AUX
anlat	anlattın	VERB
zaman	zamana	NOUN
çizgi	çizgi	NOUN
san	sanırım	VERB
avrupa	avrupa'da	PROPN
güçlü	güçlü	ADJ
anlam	anlamda	NOUN
sev	seviyor	VERB
özgü	özgü	ADJ
kış	kış	NOUN
araba	arabayı	NOUN
al	aldım	VERB
yer	yeri	NOUN
i̇stanbul	i̇stanbul’da	PROPN
devrim	devrim	NOUN
açıkla	açıkladı	VERB
dur	duran	VERB
mi	misiniz	AUX
güneş	güneş	NOUN
basit	basit	ADJ
murat	murat	PROPN
sonuç	sonucu	NOUN
müşteri	müşteri	NOUN
tüketici	tüketici	NOUN
gir	girdik	VERB
fasulye	fasulye	NOUN
demiray	demiray	PROPN
renk	rengi	NOUN
kan	kan	NOUN
zeka	zeka	NOUN
anne	annesini	NOUN
tayyip	tayyip	PROPN
kapı	kapısı	NOUN
bil	bilir	VERB
hayat	hayatın	NOUN
_	yıldır	_
baba	babasının	NOUN
al	almış	VERB
bul	bulunan	ADJ
afrika	afrika	PROPN
iş	işin	NOUN
anne	annemle	NOUN
gir	giren	VERB
koş	koşarak	VERB
yan	yanı	ADJ
at	attı	VERB
dava	dava	NOUN
kapı	kapıya	NOUN
ol	olmuyor	VERB
ulusu	ulusu	PROPN
ayten	ayten	PROPN
vakit	vakti	NOUN
git	gidecek	VERB
yaş	yaş	ADJ
gel	gelip	VERB
dosya	dosya	NOUN
ver	vermek	VERB
mi	mü	AUX
yarım	yarım	ADJ
etki	etkisi	NOUN
aylık	aylık	NOUN
güvenlik	güvenlik	NOUN
ikna	ikna	NOUN
açı	açısından	NOUN
et	etmeye	VERB
kapı	kapısını	NOUN
baş	başı	NOUN
doğrudan	doğrudan	ADJ
kurul	kurulu	NOUN
et	ederim	VERB
iyice	iyice	ADV
tekrar	tekrar	ADV
can	can	NOUN
iste	istiyorsun	VERB
sıradan	sıradan	ADJ
ahmet	ahmet’in	PROPN
ihtiyaç	ihtiyacı	NOUN
ara	araya	NOUN
_	nedir	_
renk	renkleri	NOUN
çift	çift	ADJ
artış	artış	NOUN
sokak	sokakta	NOUN
kal	kalıyor	VERB
al	al	VERB
yap	yapmaya	VERB
oda	odayı	NOUN
doğu	doğu	NOUN
mırıldan	mırıldandı	VERB
sahne	sahne	NOUN
çekici	çekici	ADJ
tercih	tercih	NOUN
