lemma	form	pos
ember	ember	NOUN
inkább	inkább	ADV
alig	alig	ADV
szlovák	szlovák	ADJ
százalék	százalékát	NOUN
jól	jól	ADV
földrengés	földrengés	NOUN
június	június	NOUN
hvg	hvg	PROPN
következő	következő	ADJ
ráadás	ráadásul	NOUN
eddig	eddig	ADV
egykori	egykori	ADJ
moszkvai	moszkvai	ADJ
mi	mi	PRON
albán	albánok	NOUN
korábbi	korábbi	ADJ
ország	ország	NOUN
aki	akik	PRON
kell	kellett	VERB
miniszter	miniszter	NOUN
nagy	nagyobb	ADJ
ez	ezek	PRON
hat	hat	NUM
jelenleg	jelenleg	ADV
maga	magát	PRON
május	május	NOUN
fontos	legfontosabb	ADJ
elleni	elleni	ADJ
igaz	igaz	ADJ
20	20	NUM
törvény	törvény	NOUN
rész	részt	NOUN
helyett	helyett	ADP
kerül	kerül	VERB
tíz	tíz	NUM
ilyen	ilyen	ADJ
közötti	közötti	ADJ
jelentős	jelentős	ADJ
kovács	kovács	PROPN
idő	idején	NOUN
ellenzék	ellenzék	NOUN
istván	istván	PROPN
év	évvel	NOUN
idei	idei	ADJ
öt	öt	NUM
józsef	józsef	PROPN
amely	amelyben	PRON
más	más	DET
2000.	2000.	ADJ
van	voltak	AUX
tovább	tovább	ADV
elé	elé	ADP
50	50	NUM
külföldi	külföldi	ADJ
kis	kis	ADJ
szeptember	szeptember	NOUN
akár	akár	ADV
bizottság	bizottság	NOUN
hogyan	hogyan	ADV
gazdaság	gazdaság	NOUN
rendszer	rendszer	NOUN
ez	erre	PRON
mindössze	mindössze	ADV
rtl	rtl	PROPN
tesz	tette	VERB
bank	bank	NOUN
európai	európai	ADJ
történik	történt	VERB
itt	itt	ADV
dollár	dollár	NOUN
magas	magas	ADJ
aki	akit	PRON
tesz	tett	VERB
pénzügyi	pénzügyi	ADJ
közös	közös	ADJ
az	abban	PRON
cég	cégek	NOUN
nemcsak	nemcsak	CCONJ
csecsen	csecsen	ADJ
százalék	százalék	NOUN
tesz	teszi	VERB
idő	idő	NOUN
várható	várhatóan	ADJ
összesen	összesen	ADV
augusztus	augusztus	NOUN
államfő	államfő	NOUN
szerb	szerbek	NOUN
szám	száma	NOUN
teljes	teljesen	ADJ
saját	saját	PRON
dolláros	dolláros	ADJ
vezető	vezető	ADJ
sor	során	NOUN
hamarosan	hamarosan	ADV
aztán	aztán	ADV
sikerül	sikerült	VERB
száz	száz	NUM
sor	sor	NOUN
jóval	jóval	ADV
vissza	vissza	ADV
amely	amelyek	PRON
út	úton	NOUN
jogi	jogi	ADJ
11	11	NUM
ensz	ensz	PROPN
ő	őt	PRON
magyarország	magyarországon	PROPN
családi	családi	ADJ
kapcsolat	kapcsolatban	NOUN
mind	mind	CCONJ
közlekedési	közlekedési	ADJ
szóló	szóló	ADJ
tud	tudni	VERB
mivel	mivel	SCONJ
további	további	ADJ
tag	tagja	NOUN
különösen	különösen	ADV
költségvetés	költségvetés	NOUN
ezúttal	ezúttal	ADV
ad	adott	VERB
élő	élő	ADJ
hosszú	hosszú	ADJ
belső	belső	ADJ
együtt	együtt	ADP
azóta	azóta	ADV
ismert	ismert	ADJ
bíróság	bíróság	NOUN
személyi	személyi	ADJ
várható	várható	ADJ
talán	talán	ADV
rendkívüli	rendkívüli	ADJ
másik	másik	DET
hatalom	hatalom	NOUN
az	attól	PRON
jegyzett	jegyzett	ADJ
nap	napokban	NOUN
budapest	budapest	PROPN
ember	emberek	NOUN
mégis	mégis	ADV
magyarországi	magyarországi	ADJ
1999.	1999.	ADJ
ő	hozzá	PRON
érdek	érdekében	NOUN
terv	terv	NOUN
értelem	értelmében	NOUN
persze	persze	ADV
javaslat	javaslat	NOUN
kft.	kft.	PROPN
eset	esetben	NOUN
immár	immár	ADV
nemzeti	nemzeti	ADJ
dubcek	dubcek	PROPN
képviselő	képviselő	NOUN
miért	miért	ADV
főváros	főváros	NOUN
jóllehet	jóllehet	SCONJ
1997	1997	NUM
választás	választások	NOUN
ugyancsak	ugyancsak	CCONJ
áll	áll	VERB
kizárólag	kizárólag	ADV
országos	országos	ADJ
vele	vele	PRON
péter	péter	PROPN
fő	fő	ADJ
törvény	törvényt	NOUN
több	többek	DET
év	években	NOUN
számos	számos	NUM
azaz	azaz	CCONJ
mindenki	mindenki	PRON
klub	klub	PROPN
soha	soha	ADV
testület	testület	NOUN
képviselő	képviselők	NOUN
társaság	társaság	NOUN
hivatkozva	hivatkozva	ADV
készült	készült	ADJ
ellenzéki	ellenzéki	ADJ
fidesz	fidesz	PROPN
őszi	őszi	ADJ
ezelőtt	ezelőtt	ADP
alá	alá	ADP
az	ahhoz	PRON
jelentés	jelentés	NOUN
igazgató	igazgatója	NOUN
eddigi	eddigi	ADJ
készül	készül	VERB
kereskedelmi	kereskedelmi	ADJ
közöl	közölte	VERB
tito	tito	PROPN
év	éven	NOUN
vég	végéig	NOUN
főként	főként	ADV
köztársasági	köztársasági	ADJ
komoly	komoly	ADJ
rendőrség	rendőrség	NOUN
fővárosi	fővárosi	ADJ
előző	előző	ADJ
hasonló	hasonlóan	ADJ
e	e	PRON
súlyos	súlyos	ADJ
imf	imf	PROPN
mely	mely	PRON
egyesült	egyesült	PROPN
csapó	csapó	PROPN
tud	tudta	VERB
önkormányzat	önkormányzat	NOUN
gyors	gyorsan	ADJ
ülés	ülésén	NOUN
100	100	NUM
döntés	döntés	NOUN
hó	hó	NOUN
csökken	csökkent	VERB
válik	vált	VERB
lép	lépett	VERB
szó	szó	NOUN
ők	ők	PRON
kedd	kedden	NOUN
országgyűlés	országgyűlés	PROPN
képes	képes	ADJ
nemrég	nemrég	ADV
valóban	valóban	ADV
él	élére	NOUN
magas	magasabb	ADJ
lehető	lehetővé	ADJ
szociáldemokrata	szociáldemokraták	NOUN
december	december	NOUN
titkár	titkára	NOUN
lesz	lett	AUX
pontos	pontosan	ADJ
egyszer	egyszer	ADV
lri	lri	PROPN
lesz	legyen	AUX
terminál	terminál	NOUN
tervezett	tervezett	ADJ
lehet	lehetett	VERB
nyolc	nyolc	NUM
forint	forintot	NOUN
magyarország	magyarország	PROPN
szép	szép	ADJ
mód	módon	NOUN
elemző	elemzők	NOUN
jól	jobban	ADV
ár	ára	NOUN
vagyis	vagyis	CCONJ
budapesti	budapesti	ADJ
vesz	vett	VERB
hosszú	hosszabb	ADJ
szeret	szeretné	VERB
december	decemberben	NOUN
adat	adatok	NOUN
kérdés	kérdés	NOUN
...	...	PUNCT
végre	végre	ADV
rossz	rossz	ADJ
györgy	györgy	PROPN
katonai	katonai	ADJ
legalábbis	legalábbis	ADV
oktatási	oktatási	ADJ
legfeljebb	legfeljebb	ADV
kereslet	kereslet	NOUN
hónap	hónap	NOUN
tud	tud	VERB
azonnal	azonnal	ADV
kapcsolatos	kapcsolatos	ADJ
tájékozódik	tájékoztatta	VERB
tavalyi	tavalyi	ADJ
dollár	dollárra	NOUN
tart	tartani	VERB
folyamatos	folyamatosan	ADJ
látható	látható	ADJ
tud	tudott	VERB
schultz	schultz	PROPN
osztrák	osztrák	ADJ
vizsgálat	vizsgálat	NOUN
szükséges	szükséges	ADJ
helmeczy	helmeczy	PROPN
katolikus	katolikus	ADJ
vállalat	vállalatok	NOUN
gábor	gábor	PROPN
legutóbbi	legutóbbi	ADJ
ipari	ipari	ADJ
alkalom	alkalommal	NOUN
alakul	alakult	VERB
rózsa	rózsa	PROPN
fejlesztési	fejlesztési	ADJ
központi	központi	ADJ
fő	legfőbb	ADJ
ez	erről	PRON
gyerev	gyerev	PROPN
200	200	NUM
aki	akinek	PRON
lép	lép	VERB
révén	révén	ADP
hely	helyen	NOUN
elnöki	elnöki	ADJ
semmi	semmi	PRON
végül	végül	ADV
ahogy	ahogy	ADV
olasz	olasz	ADJ
szinte	szinte	ADV
női	női	ADJ
nő	nőtt	VERB
továbbra	továbbra	ADV
8	8	NUM
horvát	horvát	ADJ
ez	ezen	DET
mond	mondja	VERB
nap	nappal	NOUN
terület	területén	NOUN
élet	életben	NOUN
forintos	forintos	ADJ
erő	erők	NOUN
idő	időben	NOUN
40	40	NUM
alól	alól	ADP
tárca	tárca	NOUN
hatalmas	hatalmas	ADJ
érintett	érintett	ADJ
tartó	tartó	ADJ
iraki	iraki	ADJ
kap	kapott	VERB
közgyűlés	közgyűlés	NOUN
körülmény	körülmények	NOUN
lap	lapunknak	NOUN
szerepel	szerepel	VERB
tud	tudja	VERB
párt	párt	NOUN
amely	amelyet	PRON
város	város	NOUN
ír	írta	VERB
össze	össze	ADV
7	7	NUM
4	4	NUM
előtti	előtti	ADJ
fél	felében	NOUN
természetes	természetesen	ADJ
kezdődik	kezdődött	VERB
utáni	utáni	ADJ
ez	ebben	DET
válság	válság	NOUN
export	export	NOUN
5	5	NUM
kamera	kamerák	NOUN
2	2	NUM
jelez	jelezte	VERB
szintén	szintén	CCONJ
fog	fog	AUX
szövetségi	szövetségi	ADJ
körülbelül	körülbelül	ADV
rész	részét	NOUN
jó	legjobb	ADJ
áll	állt	VERB
kerül	kerülhet	VERB
megfelelő	megfelelő	ADJ
máris	máris	ADV
szerep	szerepet	NOUN
60	60	NUM
közvetlen	közvetlen	ADJ
utal	utal	VERB
javaslat	javaslatot	NOUN
feladat	feladata	NOUN
elkövetett	elkövetett	ADJ
kedvező	kedvező	ADJ
ez	ebből	PRON
hétfő	hétfőn	NOUN
sokan	sokan	ADV
út	út	NOUN
pénzügyminiszter	pénzügyminiszter	NOUN
nagykövet	nagykövet	NOUN
svájc	svájc	PROPN
gdp	gdp	NOUN
ad	ad	VERB
hvg	hvg-nek	PROPN
sándor	sándor	PROPN
szervezet	szervezetek	NOUN
könnyű	könnyen	ADJ
túl	túl	ADV
nehéz	nehéz	ADJ
vezető	vezetők	NOUN
utolsó	utolsó	ADJ
25	25	NUM
sikeres	sikeres	ADJ
rendszerváltás	rendszerváltás	NOUN
munka	munkát	NOUN
tulajdonos	tulajdonosa	NOUN
rövid	rövid	ADJ
másfél	másfél	NUM
óriási	óriási	ADJ
különböző	különböző	ADJ
világ	világ	NOUN
okoz	okozott	VERB
követő	követő	ADJ
világpiaci	világpiaci	ADJ
ekkor	ekkor	ADV
számító	számító	ADJ
ő	benne	PRON
politikus	politikus	NOUN
számít	számít	VERB
fideszes	fideszes	ADJ
színpad	színpadra	NOUN
köztársaság	köztársaság	PROPN
mögött	mögött	ADP
ideiglenes	ideiglenes	ADJ
képviselőház	képviselőház	NOUN
talál	talált	VERB
simicska	simicska	PROPN
terv	tervét	NOUN
nyer	nyert	VERB
emelkedik	emelkedett	VERB
körüli	körüli	ADJ
végi	végi	ADJ
készített	készített	ADJ
kívül	kívül	ADP
andrás	andrás	PROPN
mi	nálunk	PRON
sokkal	sokkal	ADV
hatóság	hatóságok	NOUN
nincs	nincsenek	VERB
bizonyos	bizonyos	ADJ
emiatt	emiatt	ADV
kár	kár	NOUN
átmeneti	átmeneti	ADJ
felé	felé	ADP
egyaránt	egyaránt	ADV
növekvő	növekvő	ADJ
számú	számú	ADJ
12	12	NUM
baleset	baleset	NOUN
tavasz	tavasszal	NOUN
mindkét	mindkét	DET
hajlandó	hajlandó	ADJ
tűzoltó	tűzoltók	NOUN
dr.	dr.	NOUN
tűzvédelmi	tűzvédelmi	ADJ
fölé	fölé	ADP
születik	született	VERB
3	3	NUM
maga	magukat	PRON
akar	akar	VERB
szó	szavak	NOUN
továbbá	továbbá	ADV
terv	tervek	NOUN
megy	ment	VERB
1.	i.	ADJ
eu	eu	PROPN
pont	pontot	NOUN
élet	életét	NOUN
kíván	kíván	VERB
október	október	NOUN
működik	működik	VERB
cél	célja	NOUN
város	városban	NOUN
rész	része	NOUN
választási	választási	ADJ
képest	képest	ADP
vél	véli	VERB
szocialista	szocialisták	NOUN
főváros	fővárosban	NOUN
szemjonov	szemjonov	PROPN
szeret	szeretem	VERB
utcai	utcai	ADJ
akkori	akkori	ADJ
mlsz	mlsz	PROPN
hónap	hónapban	NOUN
ügy	ügyben	NOUN
koszovó	koszovó	PROPN
marad	marad	VERB
zoltán	zoltán	PROPN
keresztül	keresztül	ADP
attila	attila	PROPN
rá	rá	PRON
jövő	jövőben	NOUN
aki	akiknek	PRON
mely	melynek	PRON
forgalom	forgalom	NOUN
keleti	keleti	ADJ
különleges	különleges	ADJ
infláció	infláció	NOUN
forint	forintra	NOUN
szakmai	szakmai	ADJ
igazi	igazi	ADJ
bajnoki	bajnoki	ADJ
én	nekem	PRON
imre	imre	PROPN
november	november	NOUN
foglalkozó	foglalkozó	ADJ
jugoszláv	jugoszláv	ADJ
szociális	szociális	ADJ
kérdés	kérdést	NOUN
szükség	szükség	NOUN
jelentős	jelentősen	ADJ
uniós	uniós	ADJ
péntek	pénteken	NOUN
egymás	egymás	PRON
ez	ennél	PRON
-	-	PUNCT
kiállítás	kiállítás	NOUN
hangsúlyoz	hangsúlyozta	VERB
mindenkori	mindenkori	ADJ
település	települések	NOUN
egyszerű	egyszerű	ADJ
karacsáj	karacsájok	NOUN
jellemző	jellemző	ADJ
méter	méter	NOUN
országgyűlési	országgyűlési	ADJ
1	1	NUM
büdzsé	büdzsé	NOUN
lajos	lajos	PROPN
vezette	vezette	ADJ
megállapodás	megállapodás	NOUN
fogad	fogadta	VERB
szerződés	szerződés	NOUN
ér	ért	VERB
ideiglenes	ideiglenesen	ADJ
tart	tartja	VERB
senki	senki	PRON
elképzelhető	elképzelhető	ADJ
önkormányzat	önkormányzatok	NOUN
vjahirev	vjahirev	PROPN
nap	napig	NOUN
képviselő	képviselője	NOUN
terv	tervet	NOUN
kabinet	kabinet	NOUN
alapos	alaposan	ADJ
miklós	miklós	PROPN
szabad	szabadon	ADJ
jár	jár	VERB
korántsem	korántsem	ADV
azután	azután	ADV
mikor	mikor	ADV
orosz	oroszok	NOUN
kérdés	kérdések	NOUN
minél	minél	ADV
cserkesz	cserkeszek	NOUN
napirend	napirendre	NOUN
dollár	dollárt	NOUN
ellentétben	ellentétben	ADP
napilap	napilap	NOUN
ok	ok	NOUN
állítólag	állítólag	ADV
ahogyan	ahogyan	ADV
kiváló	kiváló	ADJ
termelés	termelés	NOUN
következtében	következtében	ADP
ír	ír	VERB
viszony	viszony	NOUN
etnikai	etnikai	ADJ
mindazonáltal	mindazonáltal	CCONJ
önkéntes	önkéntes	ADJ
ügy	ügy	NOUN
híres	híres	ADJ
állít	állítja	VERB
bajnokok	bajnokok	PROPN
mérleg	mérleg	NOUN
huzavona	huzavona	NOUN
vesz	vette	VERB
pete	pete	PROPN
ház	házak	NOUN
koalíció	koalíció	NOUN
unió	unió	PROPN
nap	napon	NOUN
származó	származó	ADJ
időszak	időszak	NOUN
lap	lapunkat	NOUN
külügyminiszter	külügyminiszter	NOUN
év	évig	NOUN
zeman	zeman	PROPN
parancsnok	parancsnoka	NOUN
piac	piacon	NOUN
lakosság	lakosság	NOUN
az	azon	PRON
jelent	jelenti	VERB
nyomás	nyomást	NOUN
érkezik	érkezett	VERB
elnök	elnökének	NOUN
magyarország	magyarországra	PROPN
szabad	szabad	ADJ
balkáni	balkáni	ADJ
áll	állnak	VERB
kevésbé	kevésbé	ADV
őrizet	őrizetbe	NOUN
75	75	NUM
szovjet	szovjet	ADJ
levél	levelében	NOUN
bács-kiskun	bács-kiskun	PROPN
spd	spd	PROPN
orvos	orvos	NOUN
negyedik	negyedik	ADJ
igen	igen	ADV
indul	indult	VERB
múlva	múlva	ADP
zár	zárta	VERB
vég	végére	NOUN
heti	heti	ADJ
eredeti	eredeti	ADJ
személyes	személyes	ADJ
azonos	azonos	ADJ
folytat	folytatni	VERB
parlament	parlamentnek	NOUN
szakértői	szakértői	ADJ
közel	közel	ADV
london	london	PROPN
albán	albán	ADJ
feladat	feladat	NOUN
szerbiai	szerbiai	ADJ
dollár	dollárért	NOUN
6	6	NUM
elér	elérte	VERB
államtitkár	államtitkára	NOUN
közelmúlt	közelmúltban	NOUN
érték	értéke	NOUN
mindenesetre	mindenesetre	ADV
törökország	törökország	PROPN
csapat	csapat	NOUN
elől	elől	ADP
perc	percben	NOUN
kialakult	kialakult	ADJ
2/b	2/b	NOUN
hertha	hertha	PROPN
dollárnyi	dollárnyi	ADJ
amint	amint	ADV
mai	mai	ADJ
százalék	százalékot	NOUN
harmadik	harmadik	ADJ
megbízott	megbízott	ADJ
tart	tartják	VERB
ár	árának	NOUN
kálmán	kálmán	PROPN
pénz	pénzt	NOUN
valaki	valaki	PRON
csaknem	csaknem	ADV
teljesítmény	teljesítmény	NOUN
olaj	olaj	NOUN
moszkva	moszkvában	PROPN
hónap	hónapokban	NOUN
arány	aránya	NOUN
érdekes	érdekes	ADJ
látszik	látszik	VERB
tudjman	tudjman	PROPN
külkereskedelmi	külkereskedelmi	ADJ
hely	helyet	NOUN
termelési	termelési	ADJ
élelmiszer-ipari	élelmiszer-ipari	ADJ
igazgató	igazgató	NOUN
kormány	kormánynak	NOUN
némi	némi	ADJ
márkus	márkus	PROPN
verseny	verseny	NOUN
tibor	tibor	PROPN
vonatkozó	vonatkozó	ADJ
fog	fogja	AUX
élelmiszeripar	élelmiszeriparban	NOUN
anyagi	anyagi	ADJ
európa	európában	PROPN
martonyi	martonyi	PROPN
vél	vélik	VERB
megkezdett	megkezdett	ADJ
farkas	farkas	PROPN
polgári	polgári	ADJ
fordul	fordult	VERB
elég	elég	ADJ
alacsony	alacsony	ADJ
mindenképpen	mindenképpen	ADV
13	13	NUM
kéz	kezében	NOUN
tud	tudják	VERB
nyár	nyáron	NOUN
amúgy	amúgy	ADV
férfi	férfi	NOUN
tartott	tartott	ADJ
közúti	közúti	ADJ
megjelent	megjelent	ADJ
kezdődő	kezdődő	ADJ
gerhard	gerhard	PROPN
kap	kapnak	VERB
koalíciós	koalíciós	ADJ
október	októberben	NOUN
jut	jutottak	VERB
ember	embere	NOUN
régi	régi	ADJ
kiemelt	kiemelt	ADJ
kevesebb	kevesebb	NUM
mi	mit	PRON
negatív	negatív	ADJ
belföldi	belföldi	ADJ
veszt	vesztette	VERB
kér	kérte	VERB
föl	föl	ADV
július	júliusban	NOUN
maga	magára	PRON
keletkezett	keletkezett	ADJ
vezető	vezetői	NOUN
dolgozik	dolgozott	VERB
bő	bőven	ADJ
17	17	NUM
igyekezik	igyekeznek	VERB
bizonyul	bizonyult	VERB
bevezetett	bevezetett	ADJ
szó	szót	NOUN
közeli	közeli	ADJ
schröder	schröder	PROPN
jó	jobb	ADJ
érdeklődő	érdeklődők	NOUN
varga	varga	PROPN
közös	közösen	ADJ
45	45	NUM
történik	történik	VERB
sincs	sincs	VERB
brit	brit	ADJ
takarékossági	takarékossági	ADJ
átlagos	átlagosan	ADJ
napirend	napirend	NOUN
22	22	NUM
törvényi	törvényi	ADJ
időközben	időközben	ADV
tartományi	tartományi	ADJ
csoport	csoport	NOUN
kerül	kerüljön	VERB
növelés	növelésére	NOUN
szervezett	szervezett	ADJ
többség	többsége	NOUN
címvédő	címvédő	ADJ
kormánypárti	kormánypárti	ADJ
busz	busz	NOUN
fog	fognak	AUX
író	írója	NOUN
helyez	helyezte	VERB
megye	megyében	PROPN
részvény	részvények	NOUN
legfelsőbb	legfelsőbb	PROPN
albizottság	albizottság	NOUN
aligha	aligha	ADV
egyesület	egyesület	NOUN
egyáltalán	egyáltalán	ADV
fidesz-mpp	fidesz-mpp	PROPN
állam	államot	NOUN
televízió	televízió	NOUN
ad	adtak	VERB
sok	sokat	DET
tálib	tálibok	NOUN
oroszországi	oroszországi	ADJ
fogyasztói	fogyasztói	ADJ
zsidó	zsidó	ADJ
szerint	szerinte	PRON
kouchner	kouchner	PROPN
kortárs	kortárs	NOUN
vár	vár	VERB
kiadás	kiadások	NOUN
ér	érte	VERB
garantált	garantált	ADJ
siker	sikerrel	NOUN
tömeges	tömeges	ADJ
ár	ár	NOUN
nato	nato	PROPN
esetleg	esetleg	ADV
szerződés	szerződést	NOUN
1998	1998	NUM
góllövő	góllövők	NOUN
vlagyimir	vlagyimir	PROPN
alkalmas	alkalmas	ADJ
rendszer	rendszerének	NOUN
ifjúsági	ifjúsági	ADJ
terület	területeken	NOUN
júniusi	júniusi	ADJ
kiszemelt	kiszemelt	ADJ
kerületi	kerületi	ADJ
nyugati	nyugati	ADJ
év	évre	NOUN
felvonás	felvonása	NOUN
körül	körül	ADP
zsigmond	zsigmond	PROPN
befektető	befektetők	NOUN
módosító	módosító	ADJ
félidő	félidőben	NOUN
roppant	roppant	ADJ
egyéni	egyéni	ADJ
párt	pártja	NOUN
él	él	VERB
tonna	tonna	NOUN
államháztartási	államháztartási	ADJ
figyel	figyelik	VERB
nyelv	nyelv	NOUN
3,5	3,5	NUM
hatás	hatással	NOUN
ezelőtti	ezelőtti	ADJ
beszél	beszélt	VERB
iskola	iskolát	NOUN
támogatás	támogatást	NOUN
egy-egy	egy-egy	NUM
válik	válik	VERB
tartomány	tartomány	NOUN
aids	aids	NOUN
buza	buza	PROPN
piac	piac	NOUN
cég	céget	NOUN
kör	körben	NOUN
ok	oka	NOUN
mszp	mszp	PROPN
hiány	hiányában	NOUN
alapító	alapítója	NOUN
oldal	oldalát	NOUN
francia	francia	ADJ
ítélet	ítélet	NOUN
egyrészt	egyrészt	ADV
általános	általános	ADJ
tud	tudtuk	VERB
lehetőség	lehetőség	NOUN
erste	erste	PROPN
keret	keretében	NOUN
vég	vége	NOUN
mindenki	mindenkinek	PRON
levél	levél	NOUN
gyula	gyula	PROPN
adó	adó	NOUN
adventi	adventi	ADJ
élet	élet	NOUN
forintnyi	forintnyi	ADJ
szakember	szakemberek	NOUN
titkos	titkos	ADJ
rá	rájuk	PRON
1992.	1992.	ADJ
fellendülés	fellendülés	NOUN
járai	járai	PROPN
mutat	mutatott	VERB
talál	találták	VERB
történelmi	történelmi	ADJ
koszorú	koszorúk	NOUN
konzumbank	konzumbank	PROPN
napi	napi	PROPN
működési	működési	ADJ
nap	napra	NOUN
daewoo	daewoo	PROPN
ítél	ítélte	VERB
együttműködés	együttműködés	NOUN
mértékű	mértékű	ADJ
győz	győzött	VERB
ül	ül	VERB
erős	erősebb	ADJ
magas	legmagasabb	ADJ
szeptember	szeptemberben	NOUN
oroszország	oroszország	PROPN
rendelkezik	rendelkezik	VERB
általában	általában	ADV
külön	külön	ADJ
vélemény	véleménye	NOUN
katona	katonák	NOUN
jár	járt	VERB
gazdaság	gazdaságra	NOUN
barcelona	barcelona	PROPN
szeret	szeretne	VERB
nép	nép	NOUN
régen	régen	ADV
számít	számítani	VERB
kerül	kerülnek	VERB
tábornok	tábornok	NOUN
