lemma	form	pos
יד	ידי	NOUN
חוץ	חוץ	NOUN
מדינה	מדינה	NOUN
_	ביום	_
דולר	דולר	NOUN
היה	להיות	AUX
אחר	אחרים	ADJ
דרך	דרך	NOUN
_	בבית	_
_	הפועל	_
מרכז	מרכז	NOUN
חברה	חברת	NOUN
שתי	שתי	NUM
בית	בתי	NOUN
אז	אז	ADV
1	1	NUM
_	בכל	_
אוצר	אוצר	NOUN
_	הממשלה	_
אולי	אולי	ADV
0	0	NUM
עולם	עולם	NOUN
זמן	זמן	NOUN
אל	אל	ADP
_	החברה	_
עדיין	עדיין	ADV
מיליון	מיליון	NUM
מצב	מצב	NOUN
ביטחון	ביטחון	NOUN
_	ולא	_
_	שלא	_
_	ראשון	ADJ
בן	בני	NOUN
שכר	שכר	NOUN
עובד	עובדים	NOUN
בחירות	בחירות	NOUN
נקודה	נקודות	NOUN
בן	בן	NOUN
חלק	חלק	NOUN
איש	אנשים	NOUN
מאוד	מאוד	ADV
כן	כן	ADV
עצמו	עצמו	PRON
ללא	ללא	ADP
גדול	גדול	ADJ
תוכנית	תוכנית	NOUN
דין	דין	NOUN
היה	יהיה	AUX
אלף	אלף	NUM
_	להם	_
לאומי	לאומי	ADJ
קרן	קרן	NOUN
חוק	חוק	NOUN
עיראק	עיראק	PROPN
אינו	אינה	AUX
בלבד	בלבד	ADV
ספר	ספר	NOUN
אל	אל_	ADP
חודש	חודש	NOUN
היום	היום	ADV
"יו""ר"	"יו""ר"	NOUN
חדש	חדש	ADJ
נושא	נושא	NOUN
_	לכל	_
אינו	אינם	AUX
2	2	NUM
מקור	מקורות	NOUN
אי	אי	ADV
עולה	עולים	NOUN
מסגרת	מסגרת	NOUN
חברה	חברות	NOUN
_	הזה	_
ניצחון	ניצחון	NOUN
כוח	כוחות	NOUN
שלושה	שלושה	NUM
הכיל	הכל	NOUN
נשיא	נשיא	NOUN
ברית	ברית	NOUN
כנסת	כנסת	PROPN
עיר	עיר	NOUN
חיים	חיים	NOUN
יהודי	יהודים	NOUN
עניין	עניין	NOUN
_	האוצר	_
דבר	דברים	NOUN
אמר	אומר	VERB
_	לי	_
"צה""ל"	"צה""ל"	PROPN
איש	אנשי	NOUN
_	בישראל	_
בעיקר	בעיקר	ADV
הוא	_אתה	PRON
ציבור	ציבור	NOUN
3	3	NUM
קבוצה	קבוצה	NOUN
אחר	אחר	ADJ
עבר	עבר	VERB
מערכת	מערכת	NOUN
_	ראשונה	ADJ
קהל	קהל	NOUN
מלחמה	מלחמה	NOUN
_	שהיה	_
שנה	שנות	NOUN
אף	אף	CCONJ
מדינה	מדינות	NOUN
ליגה	ליגה	NOUN
דקה	דקה	NOUN
_	שיש	_
_	יכול	AUX
עת	עת	NOUN
דובר	מדובר	VERB
_	לה	_
_	הבחירות	_
אשר	אשר	SCONJ
הסכם	הסכם	NOUN
סוף	סוף	NOUN
"מנכ""ל"	"מנכ""ל"	NOUN
בת	בת	NOUN
_	הראשון	_
בלתי	בלתי	ADV
נראה	נראה	VERB
רשות	רשות	NOUN
_	שבו	_
תקציב	תקציב	NOUN
_	הביטחון	_
בעל	בעלי	NOUN
פעולה	פעולה	NOUN
בעיה	בעיה	NOUN
פרס	פרס	NOUN
מחיר	מחיר	NOUN
אזור	אזור	NOUN
אולם	אולם	CCONJ
לעומת	לעומת	ADP
כאן	כאן	ADV
_	בה	_
חודש	חודשים	NOUN
צריך	צריך	AUX
_	בארץ	_
_	בדרך	_
עלייה	עלייה	NOUN
כוח	כוח	NOUN
רב	רבים	ADJ
שלום	שלום	NOUN
_	בירושלים	_
מזרח	מזרח	NOUN
משום	משום	SCONJ
_	העבודה	_
כה	כה	ADV
שלוש	שלוש	NUM
_	בהם	_
_	ועל	_
כסף	כספים	NOUN
_	אותה	_
צורך	צורך	NOUN
מנהל	מנהל	NOUN
חלה	חולים	VERB
_	אותם	_
רב	רב	ADJ
כפי	כפי	SCONJ
_	הארץ	_
ערבי	ערבים	NOUN
_	השבוע	_
הוא	הן	PRON
טוב	טוב	ADJ
_	וגם	_
מועצה	מועצה	NOUN
עיתון	עיתון	NOUN
לפחות	לפחות	ADV
תחום	תחום	NOUN
_	במסגרת	_
רמה	רמת	NOUN
רצח	רצח	NOUN
בעיה	בעיות	NOUN
_	המדינה	_
_	בימים	_
תנועה	תנועה	NOUN
ניו	ניו	PROPN
עובדה	עובדה	NOUN
איש	נשים	NOUN
חומר	חומר	NOUN
תקופה	תקופה	NOUN
למרות	למרות	ADP
יורק	יורק	PROPN
ראש	ראשי	NOUN
באמצעות	באמצעות	ADP
מדי	מדי	ADV
_	מהם	_
_	לכך	_
בידי	בידי	ADP
כלל	כלל	NOUN
מידה	מידה	NOUN
_	הראשונה	_
"ח""ך"	"ח""כ"	NOUN
מועצה	מועצת	NOUN
ישראלי	ישראלי	ADJ
עתה	עתה	ADV
גרמניה	גרמניה	PROPN
חדש	חדשה	ADJ
כסף	כסף	NOUN
פיתוח	פיתוח	NOUN
חיפה	חיפה	PROPN
אחרון	אחרונים	ADJ
סיום	סיום	NOUN
אופן	אופן	NOUN
אמריקני	אמריקאי	ADJ
חשבון	חשבון	NOUN
בגלל	בגלל	ADP
4	4	NUM
תעשייה	תעשייה	NOUN
_	העובדים	_
שונה	שונים	ADJ
אירופה	אירופה	PROPN
_	שהם	_
קליטה	קליטה	NOUN
חדש	חדשים	ADJ
בעל	בעל	NOUN
רחוב	רחוב	NOUN
עשה	לעשות	VERB
שטח	שטח	NOUN
ביטוח	ביטוח	NOUN
כתב	כתב	NOUN
ארגון	ארגון	NOUN
שער	שער	NOUN
רב	רבה	ADJ
שאלה	שאלה	NOUN
חבר	חברי	NOUN
פתרון	פתרון	NOUN
מחוז	מחוז	NOUN
אפילו	אפילו	ADV
_	המשחק	_
מפרץ	מפרץ	NOUN
_	לנו	_
_	שעבר	_
דווקא	דווקא	ADV
יד	יד_	NOUN
אמנם	אמנם	ADV
הוא	אנו	PRON
מפני	מפני	ADP
עכשיו	עכשיו	ADV
ועדה	ועדת	NOUN
אחר	אחרת	ADJ
_	האחרונים	_
יהודי	יהודי	ADJ
שם	שם_	NOUN
_	והוא	_
ארבעה	ארבעה	NUM
_	בתל	_
במשך	במשך	ADP
שנה	שנת	NOUN
פעם	פעם	ADV
_	עליו	_
פחות	פחות	ADV
דרום	דרום	NOUN
גז	גז	NOUN
_	בכך	_
דבר	דבר_	NOUN
ישראלי	ישראלית	ADJ
עולה	עולה	NOUN
מפלגה	מפלגה	NOUN
קבוצה	קבוצות	NOUN
טלוויזיה	טלוויזיה	NOUN
שלטון	שלטון	NOUN
חץ	חצי	NOUN
תוצאה	תוצאה	NOUN
שטח	שטחים	NOUN
מים	מים	NOUN
אחרון	אחרון	ADJ
ליכוד	ליכוד	NOUN
תוך	תוך	ADP
פולין	פולין	PROPN
כלל	כולל	VERB
לאומי	לאומית	ADJ
דיון	דיון	NOUN
_	בשבוע	_
מועצה	מועצות	NOUN
מתן	מתן	NOUN
ספק	ספק	NOUN
שוק	שוק	NOUN
שימוש	שימוש	NOUN
אור	אור	NOUN
_	שלהם	_
צד	צד	NOUN
עם	עם_	ADP
שוב	שוב	ADV
שרון	שרון	PROPN
_	החיים	_
_	השני	_
הצעה	הצעה	NOUN
_	בסוף	_
רב	רבות	ADJ
_	בדקה	_
ארץ	ארצות	NOUN
א	א	PROPN
ניסיון	ניסיון	NOUN
בלי	בלי	ADP
לכן	לכן	ADV
החלטה	החלטה	NOUN
תביעה	תביעה	NOUN
עצמו	עצמה	PRON
הרבה	הרבה	DET
מחיר	מחירי	NOUN
שעה	שעה	NOUN
ידע	יודע	VERB
כיום	כיום	ADV
מסע	מסע	NOUN
5	5	NUM
בעקבות	בעקבות	ADP
_	באופן	_
סיוע	סיוע	NOUN
_	ועוד	_
_	שהיו	_
כמעט	כמעט	ADV
מקרה	מקרה	NOUN
לפי	לפי	ADP
02	02	NUM
עץ	עץ	NOUN
_	שאין	_
_	הדין	_
קשר	קשר	NOUN
_	ממנו	_
_	החוץ	_
סגן	סגן	NOUN
11	11	NUM
_	מאז	_
מערב	מערב	NOUN
_	התעשייה	_
מאמן	מאמן	NOUN
קיים	קיים	ADJ
בית	בית_	NOUN
רוב	רוב	DET
התאחדות	התאחדות	NOUN
01	01	NUM
ליד	ליד	ADP
_	המועצה	_
צבא	צבא	NOUN
היה	תהיה	AUX
בין	בין_	ADP
לב	לב	NOUN
החלטה	החלטות	NOUN
נוסף	נוסף	ADJ
_	החדש	_
אחר	אחרות	ADJ
_	בתחום	_
שום	שום	DET
נכון	נכון	ADJ
_	העולם	_
הגיע	הגיעו	VERB
_	לבית	_
כללי	כללית	ADJ
_	שלה	_
גדול	גדולה	ADJ
אלו	אלו	PRON
_	הבית	_
_	המועצות	_
האם	האם	ADV
מאות	מאות	NUM
מוות	מוות	NOUN
_	במשחק	_
_	האחרון	_
_	הבנק	_
חוסר	חוסר	NOUN
מיליארד	מיליארד	NUM
שניים	שניים	NUM
שחקן	שחקני	NOUN
תמיד	תמיד	ADV
מאיר	מאיר	PROPN
לגבי	לגבי	ADP
עלה	עלה	VERB
בניין	בניין	NOUN
דקה	דקות	NOUN
נתן	לתת	VERB
צפון	צפון	NOUN
מהלך	מהלך	NOUN
מטה	מטה	NOUN
שוטר	שוטרים	NOUN
גדול	גדולים	ADJ
_	הקיבוץ	_
למעשה	למעשה	ADV
בנייה	בנייה	NOUN
_	כזה	_
_	בנושא	_
תנאי	תנאי	NOUN
רצה	רוצה	VERB
מיוחד	מיוחד	ADJ
הגיע	הגיע	VERB
זכות	זכויות	NOUN
משבר	משבר	NOUN
מסחר	מסחר	NOUN
חבר	חבר	NOUN
_	ואת	_
ועדה	וועדה	NOUN
עצמו	עצמם	PRON
לעתים	לעתים	ADV
אכן	אכן	ADV
שלב	שלב	NOUN
מחיר	מחירים	NOUN
לשעבר	לשעבר	ADV
ביצוע	ביצוע	NOUN
מספר	מספר	DET
מידע	מידע	NOUN
ערב	ערב	NOUN
_	בשנה	_
_	"בארה""ב"	_
יתרון	יתרון	NOUN
קרן	קרנות	NOUN
שילם	לשלם	VERB
מאבק	מאבק	NOUN
סכום	סכום	NOUN
במקום	במקום	ADP
משפט	משפטים	NOUN
_	הישראלי	_
_	בעת	_
הנהלה	הנהלת	NOUN
ילד	ילדים	NOUN
מדינה	מדינת	NOUN
הקמה	הקמת	NOUN
טוב	טובה	ADJ
_	מכל	_
_	החוק	_
שקל	שקל	NOUN
אלפי	אלפי	NUM
לבין	לבין	ADP
מנהל	מינהל	NOUN
שעה	שעות	NOUN
מלון	מלון	NOUN
הללו	הללו	PRON
_	לישראל	_
יחד	יחד	ADV
רצה	רוצים	VERB
רפובליקה	רפובליקה	NOUN
_	העולים	_
פוס	פוס	PROPN
_	הרב	_
מחנה	מחנה	NOUN
פוליטי	פוליטי	ADJ
גורם	גורמים	NOUN
חבר	חבר_	NOUN
קשה	קשה	ADJ
תיירות	תיירות	NOUN
מדיניות	מדיניות	NOUN
_	ואף	_
_	הגדול	_
_	הקבוצה	_
שלשום	שלשום	ADV
תפקיד	תפקיד	NOUN
אמר	אומרת	VERB
_	הישראלית	_
_	התוכנית	_
טען	טען	VERB
בפני	בפני	ADP
פרופסור	פרוף	NOUN
תשלום	תשלום	NOUN
_	הבעיה	_
שיעור	שיעור	NOUN
דירה	דירה	NOUN
_	הכספים	_
שירות	שירות	NOUN
אילו	אילו	CCONJ
בושוויץ	בושוויץ	PROPN
עירייה	עירייה	NOUN
המשך	המשך	NOUN
השקעה	השקעות	NOUN
_	הקליטה	_
רקע	רקע	NOUN
בשל	בשל	ADP
_	שהיא	_
נציג	נציגי	NOUN
עשרות	עשרות	NUM
חייל	חיילים	NOUN
רוטב	רוטב	NOUN
תפקיד	תפקיד_	NOUN
_	היהודי	_
ספורט	ספורט	NOUN
פוליטי	פוליטית	ADJ
_	הספר	_
_	כולם	NOUN
"בית""ר"	"בית""ר"	PROPN
חקירה	חקירה	NOUN
איטליה	איטליה	PROPN
_	וכי	_
שיכון	שיכון	NOUN
עובד	עובדי	NOUN
"ד""ר"	"ד""ר"	NOUN
ניהול	ניהול	NOUN
רעיון	רעיון	NOUN
הגנה	הגנה	NOUN
חוסיין	חוסיין	PROPN
_	הדברים	_
באחרונה	באחרונה	ADV
גביע	גביע	NOUN
יכולת	יכולת	NOUN
ככל	ככל	SCONJ
גבוה	גבוה	ADJ
ברור	ברור	ADJ
צבאי	צבאית	ADJ
איגוד	איגוד	NOUN
מאה	מאה	NUM
פנים	פנים_	NOUN
מגרש	מגרש	NOUN
סרט	סרט	NOUN
גן	גן	NOUN
נשק	נשק	NOUN
_	בקיבוץ	_
אפשרות	אפשרות	NOUN
_	במהלך	_
_	עקב	CCONJ
מנע	למנוע	VERB
21	21	NUM
_	בעבר	_
כפר	כפר	NOUN
חשמל	חשמל	NOUN
_	הקהל	_
דלק	דלק	NOUN
_	הברית	_
שינוי	שינוי	NOUN
אמר	אמרו	VERB
הצעה	הצעת	NOUN
מסר	מסר	VERB
_	החולים	_
מעשה	מעשי	NOUN
שנה	שנתיים	NOUN
שונה	שונות	ADJ
אמש	אמש	ADV
_	הנשיא	_
הוא	אתה	PRON
מנה	מנה	NOUN
_	באזור	_
לוי	לוי	PROPN
תוצאה	תוצאות	NOUN
מכון	מכון	NOUN
ניצח	ניצחה	VERB
נוסף	נוספת	ADJ
_	העיתון	_
סוג	סוג	NOUN
מבנה	מבנה	NOUN
_	שבה	_
משק	משק	NOUN
יד	יד	NOUN
שופט	שופטים	NOUN
נעל	נעלי	NOUN
כהן	כהן	PROPN
תושב	תושבים	NOUN
עליון	עליון	ADJ
_	במפרץ	_
הרי	הרי	ADV
איש	אשה	NOUN
_	המפלגה	_
בתוך	בתוך	ADP
מארק	מארק	PROPN
כווית	כוויית	PROPN
_	במשרד	_
גליל	גליל	NOUN
אינו	אינן	AUX
_	וכן	_
ענף	ענף	NOUN
בכיר	בכירים	ADJ
אוקטובר	אוקטובר	PROPN
אחרון	אחרונות	ADJ
דרך	דרך_	NOUN
_	החדשה	_
קטן	קטן	ADJ
עמותה	עמותה	NOUN
הוא	אנחנו	PRON
השנה	השנה	ADV
קיבל	לקבל	VERB
_	ואולי	_
סדאם	סדאם	PROPN
כדור	כדור	NOUN
פעילות	פעילות	NOUN
ביצע	לבצע	VERB
_	העלייה	_
עין	עין	NOUN
51	51	NUM
דיור	דיור	NOUN
קיבוץ	קיבוצים	NOUN
ייתכן	ייתכן	AUX
אתר	אתר	NOUN
מתוך	מתוך	ADP
נובמבר	נובמבר	PROPN
ביקור	ביקור	NOUN
צעד	צעד	NOUN
יעקב	יעקב	PROPN
פנים	פנים	NOUN
שיתוף	שיתוף	NOUN
מסר	מסרו	VERB
גבוה	גבוהה	ADJ
ארבע	ארבע	NUM
דרך	דרכים	NOUN
חולון	חולון	PROPN
_	המצב	_
נבחרת	נבחרת	NOUN
נמצא	נמצא	VERB
61	61	NUM
_	האחרונות	_
_	הליכוד	_
מצא	למצוא	VERB
_	במרכז	_
קשר	קשור	VERB
חלק	חלק_	NOUN
סך	סך	NOUN
בא	בא	ADJ
חשש	חשש	NOUN
לחץ	לחץ	NOUN
אמנות	אמנות	NOUN
טיפול	טיפול	NOUN
קרב	קרב	NOUN
מייד	מיד	ADV
_	המחירים	_
מס	מס	NOUN
הצליח	הצליח	VERB
שנייה	שנייה	NUM
כדורגל	כדורגל	NOUN
_	ולכן	_
תקשורת	תקשורת	NOUN
_	השר	_
הסתדרות	הסתדרות	NOUN
91	91	NUM
שער	שערים	NOUN
_	אותנו	_
צבאי	צבאי	ADJ
_	הדבר	_
שופט	שופט	NOUN
דובר	דובר	NOUN
_	הבא	_
תוכנית	תוכניות	NOUN
_	האמריקאי	_
חיים	חיים_	NOUN
6	6	NUM
אלימות	אלימות	NOUN
מול	מול	ADP
_	האלה	_
נפט	נפט	NOUN
עיתונאי	עיתונאים	NOUN
_	הקרן	_
_	העירייה	_
פרויקט	פרויקט	NOUN
_	לציון	_
ניתן	ניתן	AUX
חודש	חודשיים	NOUN
רוח	רוח	NOUN
יתר	יתר	NOUN
כעת	כעת	ADV
עמד	עומד	VERB
קינג	קינג	PROPN
"חו""ל"	"חו""ל"	NOUN
מקומי	מקומי	ADJ
_	האדם	_
יחיד	יחיד	ADJ
מלך	מלך	NOUN
_	הפרס	_
סדר	סדר	NOUN
_	המאמן	_
_	הביטוח	_
פשע	פשע	NOUN
כיצד	כיצד	ADV
שבוע	שבועות	NOUN
05	05	NUM
ועדה	וועדת	NOUN
8	8	NUM
מפעל	מפעל	NOUN
_	ברחוב	_
צופה	צופים	NOUN
מוות	מוות_	NOUN
_	הדלק	_
_	הליגה	_
סביבה	סביבה	NOUN
מקצועי	מקצועי	ADJ
ספטמבר	ספטמבר	PROPN
מדוע	מדוע	ADV
עיתונות	עיתונות	NOUN
מקומי	מקומית	ADJ
יוניוורסל	יוניוורסל	PROPN
תקן	תקנים	NOUN
_	הלאומי	_
נוסף	נוספים	ADJ
שלישי	שלישי	NUM
מנהל	מנהלים	NOUN
משפחה	משפחה	NOUN
_	והיא	_
אמור	אמור	AUX
מחצית	מחצית	NOUN
עזה	עזה	PROPN
דומה	דומה	ADJ
לקראת	לקראת	ADP
ראש	ראש_	NOUN
_	ההתאחדות	_
החליט	החליטה	VERB
דם	דם	NOUN
הודעה	הודעה	NOUN
עלול	עלול	AUX
כושר	כושר	NOUN
_	ואילו	_
דלת	דלתות	NOUN
שגב	שגב	PROPN
חבר	חברים	NOUN
_	הזו	_
בנק	בנקים	NOUN
_	הכנסת	_
הצלחה	הצלחה	NOUN
_	אליו	_
_	השכר	_
אחרון	אחרונה	ADJ
יצחק	יצחק	PROPN
ממשל	ממשל	NOUN
_	בשלב	_
נעשה	נעשה	VERB
יכול	יכולה	AUX
_	שלנו	_
בעוד	בעוד	ADP
ג	ג	PROPN
שקל	שקלים	NOUN
מצרים	מצרים	PROPN
אמר	אומרים	VERB
אמריקני	אמריקאית	ADJ
משרד	משרדי	NOUN
דירה	דירות	NOUN
לונדון	לונדון	PROPN
מלא	מלא	ADJ
בסיס	בסיס	NOUN
אירוע	אירועים	NOUN
פנים	פני	NOUN
_	הכללית	_
הר	הר	NOUN
הוא	_אתם	PRON
ממשלתי	ממשלתיות	ADJ
סניף	סניף	NOUN
_	לצורך	_
_	שיהיה	_
די	די	ADV
_	החשמל	_
מרכזי	מרכזי	ADJ
פה	פה_	NOUN
_	מחוץ	_
מעל	מעל	ADP
החלטה	החלטת	NOUN
איכות	איכות	NOUN
לפי	לפי_	ADP
_	בשנת	_
סיבה	סיבה	NOUN
צד	צדדים	NOUN
תום	תום	NOUN
לילה	לילה	NOUN
"עו""ד"	"עו""ד"	NOUN
אריה	אריה	PROPN
_	בחודש	_
תקופה	תקופת	NOUN
וולסטון	וולסטון	PROPN
למען	למען	ADP
_	במשטרה	_
יצא	יצא	VERB
זהו	זהו	PRON
במיוחד	במיוחד	ADV
תנועה	תנועת	NOUN
_	השאלה	_
ריבית	ריבית	NOUN
ייצור	ייצור	NOUN
בן	בן_	NOUN
סעודיה	סעודיה	PROPN
תוספת	תוספת	NOUN
הנהלה	הנהלה	NOUN
_	התנועה	_
צוות	צוות	NOUN
ימין	ימין	NOUN
מכתב	מכתב	NOUN
יהודי	יהודית	ADJ
תחת	תחת	ADP
חלאסקו	חלאסקו	PROPN
_	בשנים	_
קודם	קודם	ADV
מכירה	מכירה	NOUN
תגובה	תגובה	NOUN
צעיר	צעירים	NOUN
"מ""ר"	"מ""ר"	NOUN
נאשם	נאשם	NOUN
דוד	דוד	PROPN
_	היחיד	_
בקרב	בקרב	ADP
סוכנות	סוכנות	NOUN
רצון	רצון	NOUN
גבול	גבול	NOUN
ישיבה	ישיבה	NOUN
דבר	דברי	NOUN
בוש	בוש	PROPN
היה	יהיו	AUX
כלפי	כלפי	ADP
_	בסך	_
שחקן	שחקנים	NOUN
סירב	סירב	VERB
_	התביעה	_
_	שזה	_
מעמד	מעמד	NOUN
כלכלי	כלכלית	ADJ
תשובה	תשובה	NOUN
תמורת	תמורת	ADP
_	בנובמבר	_
קבוצה	קבוצת	NOUN
חדר	חדר	NOUN
תיאום	תיאום	NOUN
_	במקרה	_
_	הוועדה	_
צורה	צורה	NOUN
קבע	קבע	VERB
בהחלט	בהחלט	ADV
_	המשפטים	_
_	העם	_
ים	ים	NOUN
פעולה	פעולות	NOUN
_	בשני	_
_	השלטון	_
מציאות	מציאות	NOUN
השיג	להשיג	VERB
בינתיים	בינתיים	ADV
עתיד	עתיד	NOUN
מימון	מימון	NOUN
_	שעל	_
נק	נק	NOUN
ציון	ציון	PROPN
משה	משה	PROPN
כמובן	כמובן	ADV
_	היהודית	_
נקבע	נקבע	VERB
נאמר	נאמר	VERB
ממשלה	ממשלת	NOUN
שכן	שכן	SCONJ
קו	קו	NOUN
כלי	כלי	NOUN
אמר	לומר	VERB
קרוב	קרובות	ADJ
_	שגם	_
_	העיר	_
_	בעניין	_
אורח	אורח	NOUN
כלכלי	כלכלי	ADJ
_	בעיר	_
_	העליון	_
למשל	למשל	ADV
פגיעה	פגיעה	NOUN
גבת	גבת	PROPN
יצא	לצאת	VERB
סוף	סוף_	NOUN
מעשה	מעשה	NOUN
_	כאלה	_
_	שלי	_
_	האחרונה	_
_	המלחמה	_
קלע	קלע	VERB
הקים	להקים	VERB
"מד""א"	"מד""א"	NOUN
פוליטיקאי	פוליטיקאים	NOUN
התקפה	התקפה	NOUN
וייט	וייט	PROPN
נוסייר	נוסייר	PROPN
_	המנהלים	_
שמונה	שמונה	NUM
שאר	שאר	NOUN
04	04	NUM
ניצח	ניצח	VERB
_	"ל""הארץ"	_
_	במערכת	_
מילה	מלים	NOUN
מוסקבה	מוסקווה	PROPN
דוגמה	דוגמה	NOUN
_	בצורה	_
_	ביניהם	_
גוף	גוף	NOUN
רופא	רופאים	NOUN
ביטוי	ביטוי	NOUN
_	הערבים	_
_	עליהם	_
_	השנייה	_
פרסום	פרסום	NOUN
רחב	רחבי	NOUN
_	התיירות	_
_	הצבאית	_
עין	עין_	NOUN
רמה	רמה	NOUN
_	העובדה	_
חייב	חייב	AUX
יום	ימי	NOUN
מלחמה	מלחמת	NOUN
מאשר	מאשר	CCONJ
סופר	סופר	NOUN
תמיכה	תמיכה	NOUN
_	הלא	_
_	לחודש	_
קנס	קנסות	NOUN
ספרות	ספרות	NOUN
מדד	מדד	NOUN
רשת	רשת	NOUN
_	החברות	_
תעופה	תעופה	NOUN
סיפור	סיפור	NOUN
_	במדינה	_
_	הכוחות	_
הורה	הורים	NOUN
היה	הייתי	AUX
יצירה	יצירות	NOUN
סמכות	סמכויות	NOUN
_	__	NOUN
פיקוח	פיקוח	NOUN
ארוך	ארוכה	ADJ
השקעה	השקעה	NOUN
_	הקשור	_
טענה	טענת	NOUN
תחילה	תחילת	NOUN
_	ומתן	_
פתח	פתח	NOUN
לאומי	לאומיים	ADJ
איש	איש_	NOUN
הגיע	להגיע	VERB
סדרה	סדרה	NOUN
סנדוויץ	סנדוויץ	NOUN
גירעון	גירעון	NOUN
הסדר	הסדר	NOUN
_	המדינות	_
בכלל	בכלל	ADV
משחק	משחקי	NOUN
_	והם	_
לעבר	לעבר	ADP
ואשינגטון	וואשינגטון	PROPN
_	בניו	_
איך	איך	ADV
_	באותו	_
_	אליה	_
_	הראשונים	_
טעם	טעם	NOUN
בחינה	בחינה	NOUN
יכול	יוכל	AUX
העניק	להעניק	VERB
מנייה	מניות	NOUN
_	ההנהלה	_
כלכלה	כלכלה	NOUN
דעה	דעת	NOUN
פועל	פועלים	NOUN
טבלה	טבלה	NOUN
משהו	משהו	NOUN
חמישה	חמישה	NUM
חשוב	חשוב	ADJ
_	לעבודה	_
9	9	NUM
מחדש	מחדש	ADV
קצר	קצר	ADJ
41	41	NUM
_	היחידה	_
_	הצדדים	_
_	הגבול	_
_	הציבור	_
תכנון	תכנון	NOUN
_	וזה	_
_	עליה	_
עשה	עושה	VERB
בריאות	בריאות	NOUN
מחזור	מחזור	NOUN
עין	עיניים	NOUN
היקף	היקף	NOUN
_	בשטחים	_
_	במידה	_
מפלגה	מפלגות	NOUN
אוניברסיטה	אוניברסיטת	NOUN
ציפוי	ציפוי	NOUN
שיא	שיא	NOUN
איגוד	איגודים	NOUN
נסים	נסים	PROPN
נמסר	נמסר	VERB
קרא	קרא	VERB
מכונית	מכונית	NOUN
_	שאם	_
מינסוטה	מינסוטה	PROPN
פוליטי	פוליטיים	ADJ
נוער	נוער	NOUN
החליט	החליט	VERB
_	וחצי	_
זיכרון	זיכרון	NOUN
מקרה	מקרים	NOUN
_	בעולם	_
מטבח	מטבח	NOUN
_	שאינו	_
_	בבתי	_
_	ראשונים	ADJ
_	הבנייה	_
הגיע	מגיע	VERB
_	בשטח	_
שואה	שואה	NOUN
